respondent_id,annual_salary_usd,salary_change_yoy_pct,job_satisfaction_score,career_growth_outlook,ai_job_replacement_fear,job_search_status,received_ai_related_promotion,work_life_balance_score,burnout_level
R03370,36900.0,-3.1,3,Positive,Neutral,Not looking,No,4,None
R03371,105100.0,16.2,5,Neutral,Neutral,Not looking,No,4,None
R03372,111600.0,3.3,2,Positive,Unlikely,Actively looking,No,5,Moderate
R03373,70300.0,-8.0,5,Very positive,Very likely,Not looking,Yes,5,None
R03374,54900.0,9.5,5,Very positive,Neutral,Open to offers,Yes,3,Mild
R03375,31700.0,14.9,3,Negative,Neutral,Open to offers,No,5,Severe
R03376,129500.0,11.0,2,Negative,Neutral,Not looking,No,4,Moderate
R03377,165100.0,16.4,4,Positive,Unlikely,Open to offers,Yes,3,Mild
R03378,68400.0,8.6,5,Very negative,Very unlikely,Not looking,No,4,Mild
R03379,152600.0,6.9,5,Positive,Very likely,Open to offers,No,4,Severe
R03380,134200.0,20.5,2,Very negative,Unlikely,Recently changed,No,5,Moderate
R03381,418400.0,7.7,3,Positive,Very unlikely,Not looking,No,4,None
R03382,259000.0,6.5,4,Positive,Very unlikely,Actively looking,No,5,Moderate
R03383,182400.0,2.1,4,Positive,Neutral,Not looking,No,3,None
R03384,53400.0,1.8,3,Positive,Somewhat likely,Actively looking,No,3,Severe
R03385,212000.0,-1.4,3,Negative,Very unlikely,Recently changed,No,3,Mild
R03386,206800.0,3.4,3,Positive,Very likely,Open to offers,No,3,Mild
R03387,126100.0,15.4,5,Neutral,Neutral,Not looking,Yes,5,Mild
R03388,48300.0,7.0,4,Very negative,Somewhat likely,Open to offers,Yes,3,Severe
R03389,62100.0,-15.0,1,Positive,Unlikely,Not looking,Yes,5,Severe
R03390,125500.0,18.5,1,Positive,Very unlikely,Not looking,No,2,Moderate
R03391,137800.0,-0.4,4,Very positive,Very likely,Open to offers,No,5,None
R03392,165300.0,17.4,5,Very negative,Neutral,Not looking,Yes,2,None
R03393,152000.0,12.3,3,Negative,Very unlikely,Not looking,No,3,Severe
R03394,102500.0,9.4,2,Very negative,Unlikely,Not looking,No,4,Mild
R03395,113500.0,10.2,5,Very negative,Unlikely,Not looking,No,3,Moderate
R03396,102400.0,-1.0,3,Positive,Neutral,Open to offers,Yes,5,None
R03397,193300.0,13.3,4,Positive,Very unlikely,Open to offers,Yes,3,None
R03398,140400.0,3.6,5,Neutral,Somewhat likely,Actively looking,No,4,None
R03399,396400.0,3.9,4,Negative,Unlikely,Not looking,No,4,Moderate
R03400,108200.0,2.5,5,Positive,Somewhat likely,Not looking,No,3,Severe
R03401,5000.0,20.0,4,Positive,Very unlikely,Not looking,No,5,Moderate
R03402,122800.0,8.5,4,Positive,Somewhat likely,Recently changed,No,3,Moderate
R03403,29600.0,-4.2,5,Neutral,Very likely,Open to offers,No,2,Moderate
R03404,86700.0,-8.1,5,Very positive,Neutral,Not looking,No,5,Moderate
R03405,113000.0,-2.7,3,Positive,Unlikely,Open to offers,No,3,None
R03406,51400.0,2.9,3,Neutral,Unlikely,Actively looking,Yes,3,Severe
R03407,200300.0,12.3,5,Positive,Unlikely,Not looking,No,4,Mild
R03408,85500.0,-1.2,2,Negative,Neutral,Not looking,No,4,None
R03409,192100.0,1.8,3,Very positive,Unlikely,Not looking,Yes,3,Moderate
R03410,230300.0,-2.0,1,Negative,Unlikely,Not looking,No,3,None
R03411,34700.0,11.4,5,Positive,Unlikely,Open to offers,No,4,Moderate
R03412,12500.0,0.5,5,Very positive,Somewhat likely,Recently changed,Yes,1,Moderate
R03413,130300.0,13.1,5,Neutral,Somewhat likely,Not looking,No,3,None
R03414,83300.0,25.8,4,Neutral,Neutral,Not looking,Yes,2,Mild
R03415,66000.0,13.7,4,Positive,Neutral,Not looking,No,2,Severe
R03416,200600.0,13.1,4,Positive,Very unlikely,Not looking,No,4,Mild
R03417,112200.0,17.1,3,Neutral,Somewhat likely,Not looking,No,4,Moderate
R03418,49000.0,-6.7,4,Positive,Unlikely,Actively looking,Yes,3,Mild
R03419,118100.0,-18.0,2,Positive,Very likely,Not looking,No,1,Severe
R03420,117900.0,10.5,2,Very negative,Somewhat likely,Open to offers,No,4,Moderate
R03421,59000.0,7.9,3,Negative,Unlikely,Not looking,No,1,None
R03422,159000.0,17.8,3,Neutral,Very unlikely,Actively looking,No,3,Moderate
R03423,56500.0,-4.7,2,Very positive,Somewhat likely,Open to offers,No,3,Mild
R03424,213500.0,9.3,4,Neutral,Neutral,Open to offers,No,2,Severe
R03425,50700.0,-5.4,4,Very negative,Unlikely,Not looking,No,4,Severe
R03426,69000.0,-5.8,5,Positive,Unlikely,Not looking,No,5,Severe
R03427,136400.0,-1.9,5,Very positive,Neutral,Open to offers,No,4,Moderate
R03428,133600.0,6.9,4,Positive,Neutral,Not looking,No,3,Mild
R03429,88300.0,8.8,4,Positive,Neutral,Not looking,No,4,Mild
R03430,153200.0,18.8,5,Positive,Somewhat likely,Open to offers,No,5,None
R03431,143400.0,4.9,5,Positive,Unlikely,Actively looking,No,5,None
R03432,110900.0,17.6,4,Neutral,Unlikely,Not looking,No,4,Moderate
R03433,104300.0,11.3,5,Very positive,Very unlikely,Open to offers,No,2,Mild
R03434,89900.0,16.0,5,Neutral,Neutral,Recently changed,No,2,Moderate
R03435,227100.0,1.4,3,Positive,Neutral,Not looking,No,5,Mild
R03436,40000.0,-2.0,2,Neutral,Somewhat likely,Not looking,No,3,Moderate
R03437,145600.0,13.8,2,Neutral,Neutral,Not looking,Yes,3,Mild
R03438,15300.0,10.1,3,Neutral,Neutral,Open to offers,No,1,Mild
R03439,152200.0,-1.9,2,Negative,Unlikely,Actively looking,No,3,Severe
R03440,111700.0,14.8,5,Neutral,Neutral,Open to offers,Yes,3,Moderate
R03441,76400.0,14.3,5,Neutral,Unlikely,Open to offers,No,4,Moderate
R03442,17800.0,5.2,4,Positive,Very likely,Not looking,No,2,Severe
R03443,106900.0,-0.7,1,Positive,Neutral,Recently changed,No,3,Mild
R03444,318900.0,-3.8,5,Neutral,Neutral,Actively looking,No,3,Mild
R03445,123900.0,21.4,3,Positive,Very likely,Open to offers,No,3,Moderate
R03446,194700.0,6.8,2,Very positive,Unlikely,Open to offers,No,4,Mild
R03447,175600.0,8.5,5,Positive,Neutral,Open to offers,No,5,Mild
R03448,200400.0,9.3,1,Very positive,Unlikely,Open to offers,Yes,4,Mild
R03449,110600.0,6.1,2,Neutral,Very unlikely,Open to offers,Yes,5,Moderate
R03450,51000.0,5.6,4,Very positive,Unlikely,Recently changed,Yes,4,Moderate
R03451,5000.0,10.6,3,Neutral,Neutral,Not looking,Yes,5,Moderate
R03452,182300.0,7.6,4,Positive,Very likely,Recently changed,No,3,Mild
R03453,134800.0,6.8,3,Neutral,Neutral,Actively looking,No,4,Severe
R03454,105000.0,4.5,5,Neutral,Unlikely,Not looking,Yes,2,Moderate
R03455,51900.0,10.0,3,Positive,Unlikely,Recently changed,Yes,2,Mild
R03456,286800.0,17.6,3,Positive,Very unlikely,Not looking,No,4,Mild
R03457,54500.0,22.5,4,Neutral,Neutral,Open to offers,No,5,Moderate
R03458,113000.0,4.9,4,Neutral,Unlikely,Not looking,No,4,Severe
R03459,19300.0,9.5,4,Neutral,Neutral,Not looking,Yes,1,Severe
R03460,97400.0,-0.4,3,Very positive,Unlikely,Recently changed,No,2,None
R03461,96900.0,8.1,5,Positive,Very likely,Not looking,Yes,5,Mild
R03462,32300.0,-0.9,3,Neutral,Very likely,Recently changed,No,5,Severe
R03463,29700.0,5.6,4,Neutral,Somewhat likely,Actively looking,No,3,Mild
R03464,41700.0,14.3,2,Negative,Very likely,Not looking,No,5,Mild
R03465,31700.0,-12.6,2,Neutral,Neutral,Open to offers,No,5,None
R03466,151300.0,11.1,2,Neutral,Somewhat likely,Recently changed,Yes,4,Mild
R03467,42900.0,18.1,2,Very negative,Very unlikely,Actively looking,No,4,Mild
R03468,131500.0,1.0,3,Neutral,Unlikely,Open to offers,Yes,3,Severe
R03469,34000.0,-5.4,5,Positive,Neutral,Open to offers,No,3,Mild
R03470,201100.0,13.9,5,Positive,Very unlikely,Recently changed,No,3,Mild
R03471,54500.0,9.1,3,Neutral,Neutral,Recently changed,Yes,4,Mild
R03472,146500.0,-3.1,2,Negative,Neutral,Open to offers,No,4,Mild
R03473,46000.0,14.0,5,Very negative,Neutral,Actively looking,No,3,Mild
R03474,87800.0,-0.1,4,Very positive,Neutral,Not looking,No,4,Mild
R03475,42600.0,10.5,4,Very negative,Neutral,Not looking,No,4,Moderate
R03476,138100.0,12.0,2,Negative,Neutral,Not looking,No,4,Moderate
R03477,307600.0,13.6,5,Very positive,Unlikely,Open to offers,No,3,Mild
R03478,64200.0,6.4,5,Positive,Somewhat likely,Not looking,No,4,Severe
R03479,277800.0,-9.1,2,Very negative,Unlikely,Open to offers,No,4,None
R03480,58900.0,-3.6,2,Very negative,Unlikely,Not looking,No,4,Severe
R03481,133700.0,1.5,4,Positive,Neutral,Not looking,Yes,3,Moderate
R03482,33300.0,-2.7,2,Neutral,Neutral,Open to offers,No,3,None
R03483,126600.0,16.8,4,Negative,Neutral,Open to offers,No,4,Mild
R03484,93000.0,3.1,4,Very positive,Unlikely,Not looking,Yes,4,Moderate
R03485,129500.0,0.9,4,Neutral,Somewhat likely,Not looking,No,2,None
R03486,153100.0,4.8,3,Positive,Unlikely,Open to offers,Yes,3,Mild
R03487,29700.0,-12.9,5,Neutral,Neutral,Actively looking,No,5,None
R03488,222400.0,5.8,4,Very positive,Somewhat likely,Open to offers,Yes,4,Moderate
R03489,38800.0,-1.3,4,Very positive,Unlikely,Not looking,No,3,Moderate
R03490,24300.0,-5.8,4,Positive,Neutral,Not looking,Yes,4,Mild
R03491,140500.0,-0.6,2,Very positive,Neutral,Open to offers,No,3,None
R03492,137400.0,17.3,5,Neutral,Neutral,Not looking,No,5,Moderate
R03493,17100.0,10.2,3,Neutral,Neutral,Recently changed,No,2,Mild
R03494,5000.0,-0.4,5,Neutral,Somewhat likely,Not looking,No,4,Mild
R03495,44500.0,-0.7,4,Negative,Very unlikely,Not looking,Yes,3,Moderate
R03496,93600.0,9.7,4,Positive,Unlikely,Recently changed,No,3,Mild
R03497,23900.0,8.0,3,Negative,Unlikely,Actively looking,Yes,2,None
R03498,32300.0,2.7,2,Very negative,Neutral,Open to offers,No,2,Mild
R03499,26400.0,8.6,3,Negative,Neutral,Recently changed,No,4,Mild
R03500,163100.0,15.8,4,Positive,Very unlikely,Actively looking,No,5,None
R03501,48000.0,9.4,4,Neutral,Neutral,Not looking,No,5,None
R03502,102900.0,-20.5,5,Very positive,Somewhat likely,Not looking,No,5,Mild
R03503,100600.0,3.0,5,Positive,Unlikely,Not looking,Yes,4,Mild
R03504,26400.0,12.3,5,Positive,Somewhat likely,Not looking,No,5,None
R03505,41700.0,15.7,3,Negative,Unlikely,Open to offers,No,1,Mild
R03506,69100.0,10.5,1,Positive,Somewhat likely,Not looking,No,4,Mild
R03507,162700.0,10.2,4,Neutral,Unlikely,Open to offers,No,4,Mild
R03508,232300.0,-0.1,3,Positive,Very likely,Open to offers,No,4,Mild
R03509,93600.0,6.0,3,Neutral,Neutral,Not looking,No,5,Mild
R03510,95300.0,10.3,5,Neutral,Neutral,Open to offers,No,4,Mild
R03511,55800.0,15.2,4,Neutral,Unlikely,Not looking,No,4,Severe
R03512,57500.0,11.7,4,Positive,Somewhat likely,Not looking,No,3,Mild
R03513,31400.0,-13.3,4,Neutral,Neutral,Open to offers,Yes,4,Severe
R03514,111500.0,-1.4,4,Positive,Neutral,Not looking,No,4,Moderate
R03515,56000.0,-0.6,5,Very positive,Neutral,Open to offers,No,2,None
R03516,262300.0,12.6,5,Very positive,Very likely,Not looking,No,5,None
R03517,93900.0,12.7,5,Positive,Somewhat likely,Not looking,Yes,5,None
R03518,267000.0,-4.9,2,Neutral,Very unlikely,Open to offers,No,3,Moderate
R03519,51600.0,-1.4,5,Positive,Very likely,Open to offers,No,4,None
R03520,40200.0,17.7,4,Very positive,Somewhat likely,Open to offers,Yes,4,Severe
R03521,101700.0,6.5,2,Negative,Neutral,Not looking,No,3,Moderate
R03522,18600.0,-3.8,2,Very positive,Somewhat likely,Open to offers,No,3,None
R03523,240200.0,3.5,2,Negative,Somewhat likely,Not looking,No,2,Moderate
R03524,330000.0,7.5,4,Very negative,Very unlikely,Not looking,No,4,Mild
R03525,39400.0,5.7,4,Positive,Neutral,Open to offers,No,5,None
R03526,35700.0,8.5,2,Negative,Neutral,Open to offers,No,4,Mild
R03527,117400.0,7.0,2,Positive,Neutral,Not looking,No,3,Severe
R03528,27800.0,-3.5,4,Negative,Neutral,Actively looking,No,2,Mild
R03529,26900.0,-3.6,2,Very positive,Neutral,Recently changed,No,3,None
R03530,33100.0,6.4,4,Positive,Neutral,Not looking,Yes,1,Mild
R03531,5000.0,16.1,4,Very negative,Unlikely,Open to offers,No,4,Severe
R03532,202800.0,3.9,2,Positive,Neutral,Open to offers,No,3,None
R03533,63000.0,-0.4,3,Positive,Very likely,Not looking,No,5,Severe
R03534,27100.0,2.6,5,Very negative,Unlikely,Not looking,No,3,None
R03535,146600.0,2.8,5,Very negative,Neutral,Recently changed,Yes,3,Severe
R03536,61300.0,0.5,5,Negative,Neutral,Open to offers,Yes,3,Moderate
R03537,81200.0,-5.3,3,Very positive,Very likely,Not looking,No,2,None
R03538,125700.0,13.2,3,Very positive,Unlikely,Not looking,Yes,4,Moderate
R03539,28400.0,19.1,5,Positive,Unlikely,Open to offers,No,2,None
R03540,23400.0,-3.4,1,Positive,Neutral,Actively looking,No,3,Moderate
R03541,239700.0,-9.0,3,Neutral,Unlikely,Actively looking,No,3,Severe
R03542,74300.0,8.8,4,Neutral,Very unlikely,Open to offers,No,4,Moderate
R03543,62300.0,5.3,3,Positive,Unlikely,Not looking,No,4,Moderate
R03544,41600.0,-8.2,3,Negative,Neutral,Recently changed,No,4,Severe
R03545,90200.0,16.3,1,Very positive,Somewhat likely,Open to offers,No,5,Mild
R03546,281600.0,-5.3,5,Positive,Very unlikely,Open to offers,No,2,Moderate
R03547,35600.0,16.8,3,Very negative,Very unlikely,Not looking,No,5,Severe
R03548,90800.0,-5.1,4,Neutral,Somewhat likely,Not looking,No,3,Mild
R03549,33000.0,-0.2,4,Very negative,Very unlikely,Actively looking,Yes,4,Severe
R03550,71700.0,-11.8,4,Positive,Very unlikely,Not looking,No,1,Mild
R03551,201800.0,-0.7,5,Very negative,Neutral,Open to offers,No,3,Moderate
R03552,95100.0,6.3,5,Neutral,Unlikely,Not looking,Yes,3,None
R03553,42100.0,9.0,5,Neutral,Unlikely,Open to offers,No,5,Mild
R03554,353000.0,13.5,3,Neutral,Neutral,Open to offers,No,4,Moderate
R03555,149900.0,-4.2,3,Negative,Neutral,Open to offers,Yes,4,Mild
R03556,173900.0,0.8,3,Neutral,Neutral,Not looking,No,2,Mild
R03557,83700.0,8.5,5,Neutral,Unlikely,Actively looking,Yes,4,Severe
R03558,178000.0,9.6,3,Negative,Neutral,Actively looking,Yes,4,Moderate
R03559,116400.0,5.1,4,Very positive,Unlikely,Not looking,No,1,Moderate
R03560,112400.0,4.3,5,Neutral,Very unlikely,Not looking,Yes,3,Severe
R03561,171400.0,16.5,4,Very positive,Unlikely,Recently changed,Yes,2,Moderate
R03562,141600.0,0.9,5,Positive,Unlikely,Not looking,No,3,Moderate
R03563,47500.0,-0.6,4,Neutral,Neutral,Open to offers,No,3,None
R03564,122900.0,-3.6,5,Neutral,Very unlikely,Not looking,No,4,Severe
R03565,74900.0,9.2,2,Neutral,Very unlikely,Open to offers,No,5,Mild
R03566,111500.0,7.5,5,Positive,Somewhat likely,Actively looking,Yes,4,Moderate
R03567,58200.0,-7.5,5,Neutral,Very unlikely,Not looking,No,5,Moderate
R03568,157400.0,18.4,5,Very positive,Unlikely,Not looking,No,4,Moderate
R03569,109700.0,5.2,1,Positive,Unlikely,Open to offers,No,4,Severe
R03570,36100.0,7.3,4,Very negative,Very unlikely,Not looking,No,4,Severe
R03571,104100.0,5.6,5,Neutral,Very unlikely,Not looking,No,4,Moderate
R03572,132500.0,-0.5,3,Neutral,Neutral,Recently changed,No,4,Mild
R03573,89800.0,4.8,5,Negative,Very unlikely,Not looking,No,4,Moderate
R03574,171900.0,7.6,2,Very positive,Neutral,Open to offers,No,3,Moderate
R03575,191400.0,12.2,5,Neutral,Unlikely,Actively looking,No,4,None
R03576,18000.0,3.1,3,Neutral,Neutral,Not looking,No,4,Severe
R03577,35900.0,7.4,3,Very positive,Neutral,Not looking,No,4,None
R03578,66500.0,19.6,4,Negative,Unlikely,Not looking,Yes,1,None
R03579,138900.0,0.1,5,Neutral,Neutral,Not looking,No,5,Moderate
R03580,98000.0,9.5,4,Positive,Unlikely,Not looking,No,4,Mild
R03581,182600.0,11.9,3,Positive,Unlikely,Not looking,Yes,3,Moderate
R03582,101200.0,-2.0,4,Positive,Very unlikely,Recently changed,No,4,Mild
R03583,123500.0,1.2,3,Positive,Somewhat likely,Actively looking,Yes,4,Mild
R03584,116800.0,4.7,3,Positive,Unlikely,Recently changed,No,4,Moderate
R03585,17100.0,7.6,1,Very positive,Somewhat likely,Not looking,No,3,Mild
R03586,57100.0,5.3,3,Negative,Unlikely,Recently changed,Yes,3,Severe
R03587,182500.0,-1.8,5,Neutral,Neutral,Not looking,No,5,Mild
R03588,76700.0,13.0,5,Positive,Neutral,Actively looking,No,4,Moderate
R03589,207800.0,-3.5,3,Positive,Unlikely,Open to offers,No,4,Mild
R03590,91200.0,13.4,3,Negative,Somewhat likely,Actively looking,No,4,None
R03591,208200.0,-2.9,2,Very positive,Neutral,Open to offers,No,3,Moderate
R03592,49800.0,5.5,5,Positive,Very likely,Not looking,No,1,None
R03593,83700.0,4.2,5,Negative,Somewhat likely,Open to offers,No,3,Severe
R03594,209000.0,21.0,2,Very positive,Unlikely,Open to offers,No,4,Moderate
R03595,105200.0,5.2,3,Positive,Neutral,Open to offers,No,4,Mild
R03596,177400.0,-5.0,3,Very positive,Neutral,Not looking,No,2,Moderate
R03597,51000.0,-17.1,4,Negative,Neutral,Actively looking,No,3,Moderate
R03598,123600.0,-0.6,2,Neutral,Somewhat likely,Actively looking,No,5,Moderate
R03599,157800.0,-1.8,3,Neutral,Unlikely,Actively looking,No,5,Moderate
R03600,33900.0,-1.2,4,Positive,Unlikely,Not looking,No,4,Moderate
R03601,56400.0,-4.0,4,Negative,Very likely,Not looking,Yes,3,None
R03602,34200.0,18.1,3,Negative,Somewhat likely,Open to offers,Yes,3,Mild
R03603,93100.0,5.9,2,Very positive,Very unlikely,Not looking,Yes,4,Mild
R03604,241200.0,3.8,4,Positive,Somewhat likely,Not looking,No,2,Mild
R03605,176800.0,11.9,5,Positive,Somewhat likely,Open to offers,Yes,2,Moderate
R03606,47800.0,4.3,3,Positive,Neutral,Recently changed,No,4,Mild
R03607,125700.0,-2.5,5,Positive,Somewhat likely,Recently changed,Yes,3,None
R03608,58000.0,-2.2,5,Positive,Unlikely,Not looking,No,3,Mild
R03609,90400.0,10.3,4,Very positive,Neutral,Open to offers,No,3,Mild
R03610,137800.0,2.8,2,Neutral,Neutral,Not looking,No,3,Severe
R03611,67400.0,1.9,4,Neutral,Somewhat likely,Actively looking,No,1,Mild
R03612,8500.0,-1.0,4,Negative,Unlikely,Not looking,No,2,None
R03613,130400.0,24.5,4,Neutral,Unlikely,Open to offers,Yes,2,Moderate
R03614,195300.0,-9.6,4,Very positive,Neutral,Recently changed,No,3,None
R03615,157200.0,4.7,3,Negative,Unlikely,Open to offers,No,4,Moderate
R03616,140200.0,-7.1,4,Neutral,Unlikely,Open to offers,No,3,Moderate
R03617,185400.0,13.9,4,Neutral,Unlikely,Not looking,Yes,5,Severe
R03618,73300.0,5.6,5,Positive,Somewhat likely,Not looking,Yes,4,Moderate
R03619,207100.0,-0.4,4,Very negative,Somewhat likely,Recently changed,No,1,None
R03620,78700.0,-1.0,4,Positive,Unlikely,Not looking,No,3,None
R03621,125700.0,17.1,4,Neutral,Unlikely,Open to offers,No,5,None
R03622,110500.0,4.7,2,Very positive,Somewhat likely,Not looking,No,4,Moderate
R03623,84000.0,8.1,4,Neutral,Neutral,Not looking,No,4,Moderate
R03624,14900.0,7.6,1,Positive,Unlikely,Not looking,No,4,Mild
R03625,129800.0,6.6,3,Neutral,Somewhat likely,Not looking,Yes,2,None
R03626,200000.0,8.8,3,Positive,Unlikely,Not looking,No,3,Mild
R03627,196800.0,-4.8,3,Very positive,Unlikely,Not looking,No,3,Moderate
R03628,85700.0,16.0,3,Positive,Very likely,Not looking,No,4,Moderate
R03629,198300.0,6.5,3,Very positive,Very likely,Recently changed,No,4,Moderate
R03630,220300.0,-6.6,5,Neutral,Neutral,Not looking,Yes,3,Moderate
R03631,82200.0,-13.6,4,Very positive,Unlikely,Recently changed,Yes,5,None
R03632,143200.0,-3.1,1,Negative,Unlikely,Actively looking,No,5,Mild
R03633,50600.0,1.9,4,Positive,Neutral,Not looking,No,4,Moderate
R03634,75200.0,13.6,2,Negative,Neutral,Not looking,No,4,Mild
R03635,35300.0,-4.9,2,Positive,Somewhat likely,Actively looking,No,4,Mild
R03636,144300.0,-6.9,3,Very positive,Very unlikely,Recently changed,No,4,Mild
R03637,88900.0,-1.8,3,Positive,Very likely,Not looking,No,4,Mild
R03638,282300.0,9.5,4,Positive,Unlikely,Not looking,No,1,Moderate
R03639,58300.0,14.7,5,Very negative,Unlikely,Not looking,No,3,Mild
R03640,58600.0,23.9,3,Very positive,Very likely,Open to offers,No,4,Moderate
R03641,10100.0,6.4,3,Neutral,Unlikely,Not looking,No,3,None
R03642,60900.0,10.6,4,Very negative,Neutral,Open to offers,No,4,Moderate
R03643,36800.0,-6.2,4,Very positive,Neutral,Not looking,No,5,Mild
R03644,110300.0,-1.8,2,Neutral,Unlikely,Open to offers,Yes,2,None
R03645,42300.0,4.6,5,Very positive,Neutral,Open to offers,Yes,1,Mild
R03646,100800.0,0.9,4,Positive,Somewhat likely,Not looking,No,5,Moderate
R03647,119800.0,7.0,3,Very positive,Somewhat likely,Not looking,No,3,Mild
R03648,59400.0,6.0,2,Neutral,Unlikely,Actively looking,No,2,Mild
R03649,136300.0,11.3,4,Positive,Neutral,Open to offers,No,4,None
R03650,114600.0,2.0,4,Neutral,Neutral,Actively looking,No,2,Severe
R03651,38000.0,8.6,5,Neutral,Very likely,Not looking,No,1,Mild
R03652,51200.0,4.3,3,Positive,Somewhat likely,Not looking,Yes,5,Moderate
R03653,84200.0,4.6,4,Positive,Very likely,Not looking,Yes,2,None
R03654,88000.0,13.3,1,Positive,Somewhat likely,Recently changed,No,3,None
R03655,230900.0,4.7,4,Neutral,Very unlikely,Not looking,Yes,4,Moderate
R03656,46000.0,20.6,5,Positive,Very unlikely,Open to offers,No,3,None
R03657,138500.0,4.4,3,Very positive,Unlikely,Not looking,No,5,Moderate
R03658,111100.0,3.0,3,Negative,Neutral,Open to offers,No,5,None
R03659,39000.0,14.4,4,Positive,Neutral,Not looking,No,3,Moderate
R03660,152600.0,1.1,4,Neutral,Neutral,Not looking,No,3,Mild
R03661,12200.0,4.2,2,Very positive,Very unlikely,Not looking,No,4,Moderate
R03662,86800.0,6.5,3,Very positive,Very unlikely,Not looking,No,5,None
R03663,83600.0,-1.8,5,Positive,Unlikely,Actively looking,Yes,4,Moderate
R03664,163300.0,0.2,5,Neutral,Neutral,Open to offers,No,1,Moderate
R03665,275400.0,2.1,4,Positive,Somewhat likely,Actively looking,No,3,Mild
R03666,101700.0,2.0,4,Neutral,Somewhat likely,Not looking,Yes,4,Mild
R03667,77300.0,22.8,4,Positive,Very unlikely,Open to offers,Yes,3,Mild
R03668,97700.0,6.1,4,Very positive,Very unlikely,Not looking,No,4,Moderate
R03669,16000.0,16.0,3,Very positive,Neutral,Open to offers,Yes,5,Mild
R03670,126400.0,-0.0,5,Positive,Neutral,Not looking,No,2,Moderate
R03671,243000.0,15.3,4,Positive,Neutral,Open to offers,Yes,4,Moderate
R03672,188800.0,2.6,3,Very positive,Neutral,Open to offers,No,3,Mild
R03673,68300.0,8.1,3,Very positive,Unlikely,Open to offers,No,5,Severe
R03674,216500.0,13.7,3,Positive,Unlikely,Not looking,No,2,Moderate
