respondent_id,company_has_ai_policy,ai_bias_concern_level,data_privacy_concern_level,supports_ai_regulation,has_experienced_ai_misuse,trust_in_ai_decisions
R03816,Don't know,3,5,Strongly agree,No,Moderate
R03817,Yes - formal,4,4,Neutral,Yes,Low
R03818,Don't know,4,2,Neutral,No,Moderate
R03819,Don't know,3,1,Agree,No,High
R03820,Yes - informal,5,1,Strongly disagree,No,High
R03821,No,4,3,Disagree,Unsure,Low
R03822,Yes - formal,3,3,Agree,Yes,Moderate
R03823,Yes - formal,3,5,Strongly disagree,No,High
R03824,Yes - formal,2,5,Strongly agree,Unsure,Low
R03825,Don't know,5,5,Strongly agree,No,High
R03826,Yes - formal,2,5,Strongly agree,Yes,Low
R03827,Yes - informal,4,4,Strongly agree,Unsure,Moderate
R03828,No,4,3,Neutral,Unsure,Low
R03829,Yes - informal,4,4,Agree,Yes,High
R03830,Don't know,5,4,Agree,Unsure,Moderate
R03831,Yes - formal,4,3,Agree,No,Low
R03832,Yes - formal,2,3,Agree,Unsure,Moderate
R03833,Yes - formal,3,5,Strongly agree,No,High
R03834,Yes - formal,4,2,Agree,No,Low
R03835,No,4,2,Neutral,Unsure,Moderate
R03836,Yes - formal,5,2,Neutral,No,Moderate
R03837,No,3,4,Disagree,Unsure,Low
R03838,Yes - formal,3,1,Neutral,No,High
R03839,Yes - formal,5,5,Agree,Yes,High
R03840,Yes - informal,4,5,Agree,No,Moderate
R03841,Yes - formal,4,5,Strongly agree,No,Low
R03842,Yes - formal,5,1,Agree,Unsure,Moderate
R03843,No,4,4,Agree,No,High
R03844,Yes - formal,4,5,Neutral,Yes,Low
R03845,Don't know,4,4,Neutral,No,Moderate
R03846,No,5,4,Disagree,Yes,Low
R03847,No,5,5,Disagree,No,Low
R03848,Yes - informal,5,5,Agree,Yes,Moderate
R03849,No,5,4,Agree,No,Low
R03850,No,2,3,Strongly disagree,Yes,Moderate
R03851,Yes - formal,1,4,Agree,No,Moderate
R03852,Yes - informal,5,3,Agree,No,Moderate
R03853,Yes - formal,3,3,Agree,No,Low
R03854,Yes - informal,4,5,Agree,No,Low
R03855,Don't know,4,3,Agree,Unsure,Moderate
R03856,Yes - informal,4,1,Agree,No,Moderate
R03857,Don't know,5,3,Disagree,Yes,High
R03858,Yes - formal,4,4,Agree,Unsure,Low
R03859,Yes - formal,4,4,Strongly agree,No,High
R03860,Don't know,3,4,Neutral,No,Moderate
R03861,No,2,4,Agree,No,Very low
R03862,No,1,4,Agree,No,Low
R03863,No,5,5,Neutral,No,Moderate
R03864,Yes - informal,3,4,Agree,No,Very low
R03865,No,3,5,Disagree,No,High
R03866,No,2,5,Strongly agree,No,Moderate
R03867,No,4,3,Agree,No,Very low
R03868,Yes - formal,2,5,Neutral,No,High
R03869,Yes - informal,4,4,Neutral,No,High
R03870,Yes - informal,3,5,Strongly agree,Yes,Moderate
R03871,No,3,5,Neutral,Yes,Very low
R03872,Yes - formal,4,5,Strongly disagree,No,Low
R03873,No,5,2,Neutral,No,Low
R03874,Yes - formal,1,4,Neutral,No,Very low
R03875,No,5,4,Disagree,No,Very low
R03876,Don't know,3,5,Strongly disagree,Unsure,Moderate
R03877,No,4,4,Agree,No,Moderate
R03878,Don't know,4,4,Neutral,No,Low
R03879,No,4,3,Strongly agree,Unsure,Moderate
R03880,Yes - informal,5,4,Agree,Unsure,Very low
R03881,Yes - informal,3,3,Agree,Yes,Moderate
R03882,Don't know,5,4,Strongly agree,Unsure,Moderate
R03883,Yes - informal,3,3,Neutral,No,Low
R03884,Don't know,3,3,Strongly agree,No,Very low
R03885,Yes - informal,3,4,Strongly agree,Unsure,Low
R03886,Yes - formal,4,3,Agree,No,High
R03887,Yes - informal,4,2,Agree,No,Moderate
R03888,Don't know,2,3,Strongly disagree,Unsure,Very low
R03889,No,5,5,Agree,No,Moderate
R03890,No,3,4,Neutral,No,High
R03891,No,3,5,Neutral,No,Low
R03892,Don't know,3,5,Agree,No,Low
R03893,No,3,4,Strongly agree,No,High
R03894,Yes - formal,5,3,Agree,Unsure,Very low
R03895,No,2,5,Disagree,No,Low
R03896,Yes - formal,1,3,Strongly disagree,No,High
R03897,Yes - informal,4,4,Neutral,Yes,Moderate
R03898,Yes - informal,4,2,Agree,No,Low
R03899,Don't know,5,5,Strongly disagree,No,Low
R03900,Yes - informal,3,5,Agree,No,Moderate
R03901,Yes - informal,4,4,Agree,Yes,Low
R03902,Yes - informal,5,4,Strongly disagree,No,Low
R03903,No,3,3,Neutral,No,Moderate
R03904,No,5,5,Agree,No,Low
R03905,No,3,5,Agree,No,Moderate
R03906,No,4,4,Disagree,No,Moderate
R03907,No,3,3,Agree,No,Moderate
R03908,Don't know,4,2,Neutral,No,Moderate
R03909,No,4,4,Agree,Yes,Moderate
R03910,No,4,4,Agree,No,Moderate
R03911,No,2,4,Strongly disagree,No,Moderate
R03912,Yes - informal,4,4,Neutral,No,Moderate
R03913,Yes - formal,2,4,Strongly disagree,No,Low
R03914,Yes - formal,4,5,Strongly agree,No,Moderate
R03915,No,3,4,Neutral,Unsure,Moderate
R03916,No,5,5,Agree,No,Very low
R03917,No,4,3,Neutral,Yes,Low
R03918,No,3,5,Neutral,No,Very low
R03919,No,2,5,Agree,Unsure,Low
R03920,Yes - informal,3,4,Agree,No,Low
R03921,No,4,3,Strongly agree,No,Very low
R03922,Yes - informal,4,4,Neutral,No,Very low
R03923,Yes - formal,2,3,Strongly agree,No,Moderate
R03924,No,3,4,Agree,No,Low
R03925,No,4,2,Agree,No,Moderate
R03926,Yes - informal,5,4,Agree,Yes,Moderate
R03927,Yes - formal,4,4,Agree,Yes,Very low
R03928,Yes - informal,3,5,Agree,Yes,Low
R03929,Don't know,5,5,Agree,No,Moderate
R03930,No,3,5,Agree,Yes,Low
R03931,Yes - formal,5,5,Agree,Yes,Low
R03932,Don't know,5,5,Agree,No,Moderate
R03933,Yes - informal,4,4,Neutral,No,Moderate
R03934,Yes - formal,4,4,Agree,Yes,Moderate
R03935,Yes - informal,4,4,Neutral,No,Moderate
R03936,No,5,3,Strongly disagree,Yes,Very low
R03937,Yes - informal,1,3,Strongly agree,No,Moderate
R03938,Don't know,3,4,Agree,No,Very low
R03939,Yes - formal,3,5,Disagree,Unsure,Moderate
R03940,No,2,5,Strongly agree,Unsure,Moderate
R03941,Yes - formal,4,4,Agree,No,Low
R03942,Yes - formal,3,2,Neutral,Yes,Moderate
R03943,No,4,5,Agree,Unsure,Moderate
R03944,No,2,4,Agree,No,High
R03945,Yes - formal,4,4,Agree,Unsure,Moderate
R03946,Yes - formal,3,5,Neutral,No,Moderate
R03947,Yes - formal,2,4,Neutral,Yes,Very low
R03948,Yes - informal,3,3,Neutral,Yes,Moderate
R03949,Yes - informal,4,5,Agree,No,High
R03950,Don't know,1,5,Agree,Unsure,Low
R03951,Yes - formal,5,4,Strongly agree,No,Very low
R03952,No,2,5,Agree,No,Moderate
R03953,Yes - informal,4,2,Agree,Unsure,Moderate
R03954,Don't know,2,3,Neutral,Unsure,Low
R03955,No,3,5,Neutral,Unsure,Moderate
R03956,No,4,3,Strongly disagree,No,Low
R03957,Yes - informal,5,3,Strongly agree,No,High
R03958,Yes - informal,3,2,Agree,No,Low
R03959,Yes - formal,3,3,Strongly agree,No,Moderate
R03960,Don't know,4,3,Disagree,Yes,High
R03961,Yes - informal,5,4,Agree,Unsure,Moderate
R03962,No,4,2,Strongly disagree,No,Very low
R03963,Yes - formal,4,3,Strongly disagree,Yes,Moderate
R03964,Don't know,3,4,Neutral,Unsure,High
R03965,No,3,3,Agree,Yes,High
R03966,Yes - informal,3,3,Strongly disagree,No,Moderate
R03967,Yes - informal,3,4,Neutral,No,Low
R03968,Don't know,3,4,Neutral,Yes,Low
R03969,Yes - informal,4,4,Disagree,Unsure,Moderate
R03970,Yes - informal,4,4,Agree,Unsure,Very low
R03971,Yes - formal,3,3,Disagree,No,Moderate
R03972,Don't know,4,5,Disagree,Yes,Low
R03973,No,5,1,Agree,No,High
R03974,Yes - informal,5,2,Strongly agree,Unsure,High
R03975,Don't know,2,5,Agree,Unsure,Moderate
R03976,Yes - formal,5,4,Strongly agree,No,High
R03977,Yes - formal,5,4,Agree,No,Moderate
R03978,Yes - formal,3,4,Strongly agree,No,Moderate
R03979,Yes - formal,4,4,Neutral,No,Moderate
R03980,Yes - informal,4,2,Strongly agree,Yes,High
R03981,No,5,3,Agree,Unsure,Moderate
R03982,No,3,4,Disagree,No,Low
R03983,Don't know,5,5,Agree,No,Moderate
R03984,Yes - informal,5,4,Agree,Yes,Low
R03985,Yes - formal,3,4,Neutral,No,High
R03986,No,2,5,Strongly disagree,Yes,Very low
R03987,Yes - formal,3,5,Agree,Unsure,Moderate
R03988,Yes - informal,3,3,Disagree,No,Very low
R03989,No,2,4,Disagree,No,Very low
R03990,Yes - informal,2,2,Disagree,Unsure,Very low
R03991,No,3,4,Neutral,Yes,Low
R03992,Yes - formal,2,5,Neutral,Unsure,Moderate
R03993,No,4,4,Neutral,Unsure,Very low
R03994,Yes - formal,3,2,Neutral,Unsure,Very low
R03995,Yes - formal,2,3,Agree,Yes,Moderate
R03996,Yes - formal,5,5,Strongly agree,Yes,High
R03997,No,5,2,Neutral,No,Low
R03998,Yes - informal,4,3,Strongly agree,No,Moderate
R03999,Yes - informal,4,4,Neutral,Unsure,High
R04000,Yes - informal,4,5,Strongly agree,Unsure,Moderate
R04001,Yes - informal,4,4,Strongly agree,Yes,Moderate
R04002,No,3,3,Agree,Unsure,Low
R04003,Don't know,5,5,Neutral,No,Moderate
R04004,Yes - formal,5,1,Neutral,No,High
R04005,Don't know,2,4,Neutral,No,Low
R04006,No,2,2,Strongly agree,Yes,Moderate
R04007,Yes - formal,3,4,Agree,Unsure,Low
R04008,Yes - informal,5,5,Agree,Unsure,Moderate
R04009,Yes - informal,2,3,Neutral,Unsure,Very low
R04010,Don't know,2,3,Agree,Unsure,High
R04011,No,2,4,Agree,Yes,High
R04012,Yes - formal,3,5,Neutral,No,High
R04013,No,4,4,Neutral,No,Low
R04014,No,3,4,Strongly agree,No,High
R04015,Don't know,4,4,Agree,Yes,Low
R04016,No,5,4,Strongly agree,No,Low
R04017,No,4,5,Neutral,No,Moderate
R04018,No,2,3,Agree,Unsure,Low
R04019,Don't know,4,5,Disagree,Unsure,Low
R04020,Don't know,3,5,Strongly disagree,No,High
R04021,Yes - formal,3,3,Strongly disagree,No,High
R04022,No,4,4,Agree,Yes,Moderate
R04023,Yes - informal,3,5,Strongly agree,Unsure,Very low
R04024,Yes - informal,3,4,Neutral,Unsure,Low
R04025,Don't know,5,5,Strongly disagree,No,Moderate
R04026,Yes - formal,3,5,Agree,No,Moderate
R04027,Yes - formal,5,3,Agree,No,High
R04028,Yes - formal,3,4,Neutral,No,Moderate
R04029,Yes - formal,4,5,Agree,No,High
R04030,Yes - formal,3,3,Agree,No,Moderate
R04031,Yes - informal,3,5,Agree,Unsure,Low
R04032,Don't know,3,3,Strongly agree,No,Low
R04033,Don't know,2,5,Strongly agree,Unsure,Low
R04034,Don't know,3,5,Neutral,No,Very low
R04035,No,3,5,Strongly disagree,No,Very low
R04036,Don't know,2,5,Neutral,No,Moderate
R04037,Yes - formal,5,5,Agree,Yes,High
R04038,Yes - informal,5,4,Agree,Unsure,Low
R04039,No,3,4,Strongly agree,No,Moderate
R04040,No,5,5,Strongly agree,Yes,Low
R04041,Yes - informal,4,4,Neutral,No,Very low
R04042,Yes - formal,3,4,Agree,No,Very low
R04043,Yes - formal,5,4,Disagree,Yes,Very low
R04044,Yes - informal,5,5,Neutral,Yes,Low
R04045,No,5,2,Strongly disagree,No,Moderate
R04046,Yes - formal,5,2,Agree,Yes,Moderate
R04047,Don't know,4,4,Agree,No,Moderate
R04048,No,2,3,Neutral,No,Very low
R04049,Yes - formal,5,4,Agree,No,Low
R04050,Don't know,2,5,Agree,No,Moderate
R04051,Yes - formal,3,5,Agree,No,Moderate
R04052,Yes - formal,2,4,Agree,No,Low
R04053,No,4,5,Strongly agree,No,Low
R04054,Yes - informal,3,4,Neutral,No,Low
R04055,Don't know,4,5,Agree,No,Moderate
R04056,Don't know,2,4,Neutral,No,Very low
R04057,Yes - informal,4,3,Disagree,Yes,Moderate
R04058,No,5,4,Neutral,No,Moderate
R04059,Don't know,3,3,Disagree,No,Moderate
R04060,Yes - formal,4,2,Strongly disagree,Yes,Moderate
R04061,Yes - formal,4,4,Strongly agree,No,Low
R04062,Yes - informal,2,5,Neutral,Unsure,Moderate
R04063,Don't know,4,5,Neutral,No,Low
R04064,No,5,4,Agree,No,Low
R04065,Yes - formal,5,5,Neutral,Unsure,High
R04066,No,3,3,Neutral,Yes,High
R04067,Yes - formal,4,5,Strongly disagree,Unsure,Moderate
R04068,No,4,2,Neutral,No,Very low
R04069,Yes - informal,1,3,Agree,No,Low
R04070,Yes - informal,2,3,Strongly agree,No,High
R04071,Don't know,4,5,Neutral,No,Low
R04072,Yes - informal,5,1,Agree,No,Moderate
R04073,No,4,2,Neutral,No,Moderate
R04074,Yes - formal,2,5,Neutral,No,High
R04075,No,1,1,Agree,Unsure,Low
R04076,Yes - formal,5,4,Neutral,No,Moderate
R04077,Yes - formal,4,4,Agree,Unsure,Moderate
R04078,No,5,5,Agree,No,Moderate
R04079,Don't know,4,3,Neutral,No,Moderate
R04080,Don't know,1,5,Neutral,No,Low
R04081,Yes - informal,3,2,Strongly agree,No,Very low
R04082,Don't know,5,3,Strongly agree,No,Very low
R04083,Yes - formal,2,5,Neutral,No,Moderate
R04084,Yes - formal,3,2,Agree,No,High
R04085,No,3,4,Disagree,No,Low
R04086,No,5,3,Disagree,No,Moderate
R04087,Yes - informal,5,3,Neutral,Yes,Low
R04088,Yes - formal,3,5,Neutral,Yes,Moderate
R04089,No,3,5,Neutral,No,Moderate
R04090,Yes - informal,5,5,Disagree,Yes,Moderate
R04091,No,4,3,Agree,Yes,Low
R04092,No,3,5,Agree,Yes,Moderate
R04093,No,3,4,Neutral,No,Low
R04094,Don't know,4,3,Agree,No,Moderate
R04095,Yes - formal,2,1,Agree,No,Moderate
R04096,Yes - formal,3,5,Neutral,Unsure,Moderate
R04097,No,4,3,Disagree,No,Very low
R04098,No,4,3,Agree,No,High
R04099,Don't know,4,5,Agree,No,Very low
R04100,Yes - formal,1,3,Agree,Yes,Moderate
R04101,Don't know,4,3,Disagree,Unsure,Moderate
R04102,Don't know,5,3,Agree,Unsure,High
R04103,Yes - informal,4,5,Neutral,Unsure,High
R04104,Yes - informal,4,4,Agree,Unsure,Moderate
R04105,No,3,2,Disagree,No,Very low
R04106,Yes - informal,4,4,Agree,Unsure,Very low
R04107,No,2,4,Agree,No,Very low
R04108,Yes - informal,3,2,Agree,No,Very low
R04109,No,3,4,Neutral,No,Low
R04110,Don't know,3,3,Agree,Yes,Moderate
R04111,Yes - informal,2,4,Neutral,Yes,Low
R04112,Don't know,3,5,Agree,Yes,Very low
R04113,Yes - informal,4,3,Neutral,No,High
R04114,No,4,4,Disagree,No,Moderate
R04115,Don't know,4,5,Strongly disagree,No,Low
R04116,Yes - formal,5,2,Disagree,Unsure,Low
R04117,No,4,3,Disagree,No,Moderate
R04118,Don't know,1,3,Neutral,No,High
R04119,No,2,4,Agree,No,Low
R04120,No,4,5,Strongly disagree,No,Moderate
R04121,No,4,4,Strongly disagree,No,Low
R04122,Yes - informal,4,4,Agree,Unsure,High
R04123,No,4,3,Neutral,No,Low
R04124,Yes - formal,3,1,Neutral,Unsure,Low
R04125,Yes - informal,1,5,Neutral,Yes,Low
R04126,Yes - informal,4,1,Disagree,No,Moderate
R04127,Yes - informal,3,5,Strongly agree,No,Moderate
R04128,Yes - informal,4,5,Agree,Yes,Moderate
R04129,Yes - informal,3,5,Strongly agree,Unsure,Low
R04130,No,5,4,Strongly agree,No,Moderate
R04131,Yes - formal,4,2,Neutral,Yes,High
R04132,No,4,3,Agree,Unsure,High
R04133,Yes - informal,4,5,Strongly agree,No,Moderate
R04134,Yes - informal,1,4,Agree,No,Moderate
R04135,No,3,3,Disagree,No,Moderate
R04136,Yes - informal,5,4,Agree,Yes,Moderate
R04137,No,5,5,Agree,Unsure,Low
R04138,No,5,3,Agree,Unsure,Moderate
R04139,Yes - informal,4,4,Agree,No,High
R04140,Yes - informal,3,5,Disagree,No,Low
R04141,No,1,2,Neutral,Unsure,Low
R04142,Don't know,5,4,Agree,No,Low
R04143,No,2,4,Neutral,No,Moderate
R04144,No,5,5,Strongly agree,Unsure,Moderate
R04145,Yes - formal,3,4,Agree,No,Low
R04146,No,4,4,Strongly disagree,No,Moderate
R04147,Yes - formal,3,5,Strongly agree,Unsure,High
R04148,Yes - formal,4,4,Disagree,No,Very low
R04149,Yes - formal,4,1,Agree,No,Moderate
R04150,No,4,2,Disagree,No,Moderate
R04151,No,5,2,Neutral,No,Moderate
R04152,Yes - formal,4,5,Strongly agree,Yes,High
R04153,No,3,2,Neutral,No,High
R04154,Yes - informal,4,5,Agree,No,High
R04155,No,3,4,Neutral,No,Moderate
R04156,Yes - informal,2,5,Neutral,No,Moderate
R04157,Yes - formal,5,3,Agree,Unsure,High
R04158,No,4,2,Strongly agree,No,Moderate
R04159,Don't know,5,5,Disagree,Unsure,Low
R04160,Don't know,3,5,Agree,Unsure,Moderate
R04161,Yes - formal,3,4,Disagree,No,Moderate
R04162,No,5,3,Disagree,No,Moderate
R04163,Don't know,5,4,Agree,No,Moderate
R04164,Don't know,4,4,Agree,Yes,Low
R04165,Yes - informal,3,5,Strongly agree,Unsure,Very low
R04166,No,2,3,Agree,No,Moderate
R04167,Don't know,3,4,Agree,Yes,Moderate
R04168,No,5,3,Agree,Unsure,Moderate
R04169,Yes - formal,2,5,Neutral,No,Moderate
R04170,Yes - informal,4,3,Disagree,No,High
R04171,Yes - formal,3,4,Strongly agree,No,Low
R04172,Yes - formal,2,1,Disagree,No,Moderate
R04173,Yes - informal,4,4,Disagree,Unsure,Moderate
R04174,Yes - formal,5,5,Strongly agree,Unsure,Low
R04175,Yes - informal,3,1,Agree,No,Very low
R04176,Don't know,4,1,Neutral,No,High
R04177,Yes - formal,3,5,Strongly disagree,No,Moderate
R04178,Don't know,4,4,Neutral,Yes,High
R04179,No,3,4,Strongly disagree,No,High
R04180,Yes - formal,3,3,Neutral,Unsure,Very low
R04181,Yes - formal,4,4,Agree,No,High
R04182,Yes - informal,4,5,Agree,No,Moderate
R04183,Yes - formal,5,4,Strongly disagree,Unsure,Very low
R04184,No,5,3,Disagree,No,High
R04185,Yes - formal,3,5,Neutral,No,Very low
R04186,Yes - informal,3,5,Strongly agree,Unsure,Low
R04187,No,5,4,Disagree,No,Moderate
R04188,Yes - informal,3,5,Agree,No,High
R04189,Yes - informal,2,5,Neutral,No,Very low
R04190,No,3,3,Strongly disagree,Unsure,Moderate
R04191,Don't know,5,3,Agree,No,Moderate
R04192,Yes - informal,3,4,Neutral,No,High
R04193,No,2,2,Agree,Unsure,Moderate
R04194,Yes - informal,5,4,Agree,Unsure,Low
R04195,Yes - informal,4,3,Agree,Yes,Very low
R04196,No,5,5,Agree,No,Moderate
R04197,No,4,4,Agree,Yes,High
R04198,Yes - informal,4,5,Neutral,No,Very low
R04199,No,3,4,Neutral,Unsure,Low
R04200,Yes - formal,3,4,Strongly agree,No,Moderate
R04201,No,3,4,Agree,Yes,Moderate
R04202,Yes - formal,4,4,Strongly agree,Unsure,Low
R04203,No,4,4,Neutral,Unsure,High
R04204,Yes - formal,3,5,Agree,Yes,High
R04205,Don't know,4,4,Disagree,Yes,Moderate
R04206,Yes - formal,3,1,Neutral,Unsure,Moderate
R04207,Yes - informal,2,4,Agree,No,Low
R04208,No,1,4,Agree,Unsure,Low
R04209,No,5,5,Disagree,No,Very low
R04210,Yes - formal,3,4,Disagree,No,Moderate
R04211,Yes - formal,3,4,Neutral,No,Moderate
R04212,Yes - informal,4,5,Strongly agree,No,Moderate
R04213,No,2,4,Agree,Unsure,Very low
R04214,Yes - formal,3,5,Strongly agree,No,Very low
R04215,Yes - formal,1,4,Strongly agree,Unsure,Very low
R04216,No,3,5,Neutral,Unsure,Very low
R04217,Don't know,1,5,Neutral,No,Very low
R04218,No,5,4,Strongly agree,Unsure,Moderate
R04219,Yes - formal,2,3,Strongly agree,No,Moderate
R04220,No,5,4,Strongly agree,No,Moderate
R04221,Yes - informal,1,3,Neutral,No,Low
R04222,No,4,4,Agree,No,Very low
R04223,No,4,3,Agree,No,Low
R04224,Yes - informal,4,4,Agree,No,Very low
R04225,No,5,3,Strongly disagree,No,Low
R04226,Yes - formal,3,4,Neutral,No,Very low
R04227,Yes - informal,3,5,Disagree,Yes,Moderate
R04228,Don't know,3,5,Agree,No,Moderate
R04229,Don't know,2,3,Agree,No,Low
R04230,Yes - formal,4,3,Agree,No,Moderate
R04231,Yes - formal,3,5,Agree,Yes,High
R04232,Yes - informal,4,5,Disagree,No,Low
R04233,Yes - informal,5,2,Strongly agree,No,Moderate
R04234,Don't know,4,2,Strongly agree,Unsure,Moderate
R04235,Don't know,4,4,Strongly agree,Yes,Moderate
R04236,Yes - formal,4,4,Neutral,Unsure,Moderate
R04237,No,4,5,Neutral,No,Low
R04238,Yes - informal,2,4,Agree,No,High
R04239,Yes - formal,2,3,Agree,No,Moderate
R04240,No,4,2,Strongly disagree,No,Very low
R04241,Yes - formal,2,4,Neutral,Yes,High
R04242,Yes - formal,4,5,Agree,No,High
R04243,No,2,3,Agree,No,Low
R04244,Don't know,4,5,Agree,Unsure,Moderate
R04245,Yes - informal,1,5,Agree,Unsure,Moderate
R04246,No,2,3,Agree,Unsure,High
R04247,No,2,4,Strongly disagree,No,Low
R04248,Yes - formal,4,3,Neutral,Yes,Moderate
R04249,Yes - informal,4,3,Agree,Yes,Moderate
R04250,Yes - formal,5,4,Neutral,Yes,High
R04251,No,5,3,Agree,No,High
R04252,No,3,3,Agree,No,Moderate
R04253,No,5,4,Disagree,No,High
R04254,Don't know,4,2,Strongly agree,No,High
R04255,Yes - informal,3,3,Neutral,Unsure,Low
R04256,Yes - formal,4,1,Agree,No,Very low
R04257,Don't know,3,4,Agree,No,Low
R04258,Don't know,5,2,Neutral,Unsure,Moderate
R04259,No,2,3,Disagree,Unsure,Low
R04260,No,3,3,Disagree,No,Moderate
R04261,Don't know,4,5,Strongly agree,Unsure,Very low
R04262,Don't know,3,4,Neutral,No,Low
R04263,Don't know,3,4,Strongly disagree,Yes,Moderate
R04264,Don't know,4,4,Neutral,No,Low
R04265,Yes - formal,3,5,Neutral,Yes,Moderate
R04266,Don't know,5,2,Strongly agree,Unsure,Very low
R04267,No,1,2,Strongly agree,No,Very low
R04268,No,5,4,Strongly agree,Yes,Low
R04269,Yes - formal,4,5,Disagree,No,Low
R04270,Don't know,3,3,Agree,No,Low
R04271,Yes - informal,2,4,Neutral,No,High
R04272,No,3,1,Neutral,No,High
R04273,No,3,4,Strongly disagree,Unsure,Moderate
R04274,Yes - formal,3,4,Strongly agree,Yes,Moderate
R04275,No,3,4,Disagree,Yes,Low
R04276,Yes - informal,3,4,Neutral,No,Moderate
R04277,No,3,3,Agree,Yes,Very low
R04278,Yes - informal,5,4,Disagree,No,High
R04279,Yes - formal,5,3,Strongly disagree,No,Low
R04280,Don't know,3,5,Strongly agree,No,Moderate
R04281,Yes - formal,2,4,Neutral,No,High
R04282,Yes - formal,4,4,Strongly disagree,No,Moderate
R04283,No,3,4,Neutral,Yes,Low
R04284,No,5,3,Agree,No,Low
R04285,Yes - informal,3,4,Strongly agree,Yes,Low
R04286,No,5,4,Agree,No,High
R04287,Don't know,3,4,Strongly agree,No,Moderate
R04288,Yes - informal,3,3,Agree,No,Moderate
R04289,No,3,3,Neutral,No,Low
R04290,Don't know,5,5,Neutral,Yes,Moderate
R04291,Yes - informal,2,3,Neutral,No,Moderate
R04292,No,3,3,Strongly agree,No,Very low
R04293,Yes - informal,4,5,Agree,Yes,Moderate
R04294,No,4,4,Strongly agree,Yes,Low
R04295,No,4,4,Strongly agree,No,Low
R04296,Yes - formal,3,4,Strongly agree,Unsure,Moderate
R04297,Yes - formal,4,5,Strongly disagree,No,High
R04298,No,4,5,Disagree,Unsure,Low
R04299,Yes - formal,4,4,Strongly agree,No,Very low
R04300,Yes - informal,3,3,Agree,Unsure,Low
R04301,Yes - informal,4,5,Neutral,No,High
R04302,No,3,2,Neutral,No,High
R04303,No,3,4,Strongly agree,No,High
R04304,Yes - informal,3,5,Disagree,No,Moderate
R04305,Yes - informal,4,4,Strongly disagree,No,Low
R04306,Yes - formal,3,5,Neutral,Unsure,Low
R04307,No,3,3,Neutral,No,Moderate
R04308,Don't know,4,4,Neutral,Unsure,Moderate
R04309,Don't know,2,4,Strongly agree,No,Low
R04310,Don't know,4,5,Strongly agree,No,High
R04311,Yes - formal,4,4,Agree,No,Low
R04312,Yes - informal,4,3,Strongly agree,Yes,Moderate
R04313,Don't know,4,5,Agree,No,Low
R04314,Yes - formal,4,3,Neutral,Unsure,Low
R04315,Don't know,4,4,Agree,No,Moderate
R04316,No,4,3,Strongly agree,Unsure,Moderate
R04317,No,4,5,Strongly agree,No,Low
R04318,Yes - formal,4,2,Neutral,Unsure,Low
R04319,Yes - informal,5,4,Neutral,Unsure,Moderate
R04320,Yes - informal,3,3,Strongly agree,No,Low
R04321,Yes - informal,1,3,Strongly agree,Unsure,Low
R04322,No,4,3,Neutral,Yes,Moderate
R04323,Yes - informal,4,4,Agree,No,Moderate
R04324,Yes - informal,2,4,Agree,No,Moderate
R04325,No,3,4,Agree,No,Very low
R04326,No,3,4,Neutral,Unsure,Low
R04327,Yes - informal,4,5,Agree,Unsure,Moderate
R04328,Yes - formal,2,1,Disagree,No,Very low
R04329,Yes - informal,3,5,Strongly agree,No,High
R04330,Yes - formal,4,3,Neutral,No,Moderate
R04331,Yes - formal,5,5,Strongly disagree,No,High
R04332,Yes - informal,4,4,Agree,No,Low
R04333,Yes - informal,5,2,Neutral,Yes,Low
R04334,No,4,4,Strongly agree,Unsure,High
R04335,Yes - formal,5,4,Neutral,No,Very low
R04336,Yes - formal,5,4,Agree,No,High
R04337,Yes - informal,3,4,Neutral,No,Moderate
R04338,No,5,5,Disagree,Unsure,Moderate
R04339,Don't know,3,4,Agree,Unsure,High
R04340,No,3,2,Agree,No,High
R04341,Yes - formal,3,4,Strongly disagree,No,Moderate
R04342,Don't know,5,2,Strongly agree,No,Moderate
R04343,No,2,5,Neutral,No,Moderate
R04344,Yes - informal,2,4,Disagree,No,Moderate
R04345,Don't know,2,4,Agree,Unsure,Moderate
