respondent_id,ai_tool,usage_frequency,productivity_change_pct,satisfaction_score,primary_use_case
R03077,Stable Diffusion,Monthly,12.2,5,Translation
R03077,v0 by Vercel,Several times a week,42.7,5,Debugging
R03078,Midjourney,Several times a week,27.3,5,Translation
R03078,Devin,Weekly,43.0,4,Research
R03078,GitHub Copilot,Several times a week,26.3,3,Image generation
R03079,v0 by Vercel,Several times a week,20.9,3,Debugging
R03079,Gemini,Several times a week,26.2,4,Customer support automation
R03080,Stable Diffusion,Several times a week,38.6,5,Image generation
R03080,Replit AI,Several times a week,47.5,5,Brainstorming
R03080,Hugging Face Models,Rarely,15.2,2,Code generation
R03080,Custom In-house AI,Several times a week,34.1,5,Writing & docs
R03080,Gemini,Weekly,44.8,4,Debugging
R03080,Claude,Weekly,2.3,5,Debugging
R03081,GitHub Copilot,Daily,28.6,5,Workflow automation
R03081,Jasper AI,Weekly,17.7,2,Workflow automation
R03081,Perplexity,Several times a week,-14.2,4,Debugging
R03081,Tableau AI,Rarely,23.3,3,Debugging
R03082,ChatGPT,Several times a week,39.8,2,Workflow automation
R03082,Perplexity,Several times a week,37.3,2,Translation
R03082,Stable Diffusion,Monthly,49.9,5,Brainstorming
R03082,v0 by Vercel,Several times a week,57.8,5,Image generation
R03082,LLaMA / Open-source LLMs,Weekly,27.2,3,Translation
R03082,Claude,Several times a week,40.5,1,Workflow automation
R03083,Midjourney,Rarely,34.2,5,Writing & docs
R03083,Gemini,Weekly,-10.0,5,Debugging
R03083,Devin,Daily,36.1,4,Customer support automation
R03084,Custom In-house AI,Several times a week,46.0,1,Data analysis
R03084,Devin,Daily,43.2,5,Image generation
R03085,GitHub Copilot,Weekly,4.0,3,Data analysis
R03085,Claude,Monthly,30.7,4,Writing & docs
R03085,Jasper AI,Rarely,39.1,1,Code generation
R03086,ChatGPT,Weekly,21.1,4,Workflow automation
R03086,Midjourney,Weekly,23.8,5,Code generation
R03086,Perplexity,Daily,48.2,4,Debugging
R03086,Azure OpenAI,Several times a week,27.9,4,Debugging
R03087,v0 by Vercel,Several times a week,41.0,5,Data analysis
R03087,Hugging Face Models,Several times a week,35.2,3,Translation
R03087,Notion AI,Several times a week,7.4,5,Research
R03087,Cursor,Several times a week,46.9,5,Debugging
R03087,LLaMA / Open-source LLMs,Daily,39.2,2,Research
R03087,AWS Bedrock,Daily,25.7,4,Translation
R03088,Azure OpenAI,Several times a week,45.6,3,Translation
R03088,Custom In-house AI,Several times a week,47.9,4,Image generation
R03088,Gemini,Several times a week,-16.9,4,Image generation
R03088,Stable Diffusion,Several times a week,10.1,1,Writing & docs
R03088,ChatGPT,Weekly,26.0,4,Data analysis
R03088,Perplexity,Weekly,30.4,5,Data analysis
R03088,Jasper AI,Several times a week,24.8,5,Writing & docs
R03088,v0 by Vercel,Monthly,58.2,4,Code generation
R03089,Custom In-house AI,Rarely,41.6,1,Workflow automation
R03089,LLaMA / Open-source LLMs,Rarely,28.6,4,Debugging
R03089,Devin,Monthly,42.3,3,Debugging
R03090,GitHub Copilot,Rarely,31.2,5,Image generation
R03090,AWS Bedrock,Several times a week,59.6,4,Image generation
R03090,Azure OpenAI,Rarely,52.3,3,Research
R03090,Google Vertex AI,Daily,26.9,1,Brainstorming
R03090,Cursor,Daily,31.9,5,Workflow automation
R03090,Midjourney,Daily,33.9,3,Translation
R03090,Gemini,Daily,44.9,5,Translation
R03090,Perplexity,Monthly,20.5,4,Writing & docs
R03091,AWS Bedrock,Weekly,34.4,5,Code generation
R03091,Stable Diffusion,Weekly,35.8,3,Customer support automation
R03092,Hugging Face Models,Weekly,8.2,5,Translation
R03092,Jasper AI,Rarely,27.1,4,Brainstorming
R03092,Claude,Several times a week,39.9,3,Debugging
R03092,Azure OpenAI,Several times a week,35.5,4,Image generation
R03093,Jasper AI,Several times a week,18.1,4,Workflow automation
R03093,GitHub Copilot,Several times a week,62.6,5,Research
R03093,ChatGPT,Daily,35.2,2,Writing & docs
R03094,Google Vertex AI,Monthly,16.7,5,Customer support automation
R03095,Devin,Daily,28.0,5,Data analysis
R03095,LLaMA / Open-source LLMs,Monthly,14.7,5,Workflow automation
R03096,Gemini,Several times a week,14.4,4,Customer support automation
R03096,Perplexity,Daily,18.0,5,Customer support automation
R03096,AWS Bedrock,Weekly,-19.5,5,Code generation
R03096,Notion AI,Several times a week,38.2,4,Code generation
R03096,Replit AI,Daily,45.7,3,Debugging
R03096,Tableau AI,Several times a week,34.9,5,Brainstorming
R03096,Claude,Monthly,41.2,4,Image generation
R03097,Hugging Face Models,Monthly,79.1,2,Writing & docs
R03097,ChatGPT,Daily,28.2,4,Brainstorming
R03097,Azure OpenAI,Several times a week,29.1,5,Code generation
R03097,Midjourney,Daily,44.8,5,Debugging
R03097,Devin,Monthly,44.5,4,Brainstorming
R03097,AWS Bedrock,Daily,9.7,4,Translation
R03097,Cursor,Rarely,33.8,3,Brainstorming
R03097,Tableau AI,Several times a week,12.6,5,Brainstorming
R03098,GitHub Copilot,Daily,17.1,4,Code generation
R03098,Replit AI,Daily,32.1,5,Translation
R03098,Claude,Monthly,1.8,2,Writing & docs
R03099,Notion AI,Several times a week,42.4,4,Research
R03099,Replit AI,Daily,25.4,4,Data analysis
R03099,ChatGPT,Weekly,28.1,5,Image generation
R03100,Claude,Several times a week,58.4,4,Writing & docs
R03100,GitHub Copilot,Monthly,36.5,4,Brainstorming
R03101,Tableau AI,Rarely,-15.5,4,Data analysis
R03101,Devin,Monthly,45.9,5,Research
R03101,Replit AI,Several times a week,4.8,4,Debugging
R03101,Azure OpenAI,Several times a week,19.3,4,Code generation
R03102,Gemini,Monthly,42.1,4,Code generation
R03102,Cursor,Weekly,28.1,4,Data analysis
R03102,Notion AI,Several times a week,34.4,2,Research
R03103,Stable Diffusion,Daily,22.7,5,Customer support automation
R03103,Jasper AI,Several times a week,47.5,4,Customer support automation
R03104,Tableau AI,Several times a week,31.8,4,Writing & docs
R03104,GitHub Copilot,Daily,15.7,3,Workflow automation
R03104,Midjourney,Several times a week,39.3,5,Debugging
R03104,v0 by Vercel,Weekly,30.9,4,Writing & docs
R03105,Devin,Monthly,45.1,2,Debugging
R03105,Cursor,Several times a week,66.5,1,Brainstorming
R03105,Tableau AI,Rarely,17.7,3,Data analysis
R03105,Google Vertex AI,Monthly,-8.5,4,Writing & docs
R03105,AWS Bedrock,Weekly,22.4,5,Debugging
R03106,Claude,Rarely,2.8,5,Writing & docs
R03106,Hugging Face Models,Several times a week,22.2,4,Research
R03106,Jasper AI,Daily,16.8,5,Code generation
R03107,AWS Bedrock,Weekly,52.9,5,Code generation
R03107,Replit AI,Daily,21.6,5,Research
R03107,ChatGPT,Several times a week,2.4,4,Code generation
R03107,Claude,Daily,32.0,5,Customer support automation
R03108,Azure OpenAI,Several times a week,13.7,3,Workflow automation
R03108,Google Vertex AI,Several times a week,29.9,5,Translation
R03108,GitHub Copilot,Daily,30.4,4,Debugging
R03108,v0 by Vercel,Several times a week,28.8,3,Debugging
R03108,Cursor,Daily,60.7,5,Data analysis
R03108,Tableau AI,Weekly,21.4,4,Debugging
R03108,Custom In-house AI,Weekly,38.2,5,Customer support automation
R03108,Claude,Rarely,63.5,4,Code generation
R03109,Tableau AI,Monthly,52.5,3,Workflow automation
R03109,Perplexity,Rarely,37.2,4,Data analysis
R03109,Google Vertex AI,Rarely,16.2,5,Data analysis
R03109,Custom In-house AI,Weekly,16.1,4,Code generation
R03109,Midjourney,Several times a week,17.7,5,Data analysis
R03109,Replit AI,Monthly,23.7,4,Writing & docs
R03110,Stable Diffusion,Several times a week,16.1,2,Image generation
R03110,AWS Bedrock,Weekly,42.2,4,Translation
R03111,Gemini,Several times a week,43.8,5,Code generation
R03111,Perplexity,Daily,29.9,4,Translation
R03111,Midjourney,Daily,-6.1,4,Writing & docs
R03111,AWS Bedrock,Several times a week,29.4,5,Code generation
R03112,Devin,Weekly,69.4,2,Image generation
R03112,Stable Diffusion,Several times a week,14.3,5,Customer support automation
R03112,Midjourney,Weekly,16.8,4,Data analysis
R03112,GitHub Copilot,Rarely,34.0,4,Data analysis
R03113,ChatGPT,Rarely,30.6,4,Code generation
R03113,Hugging Face Models,Monthly,45.0,3,Brainstorming
R03113,Cursor,Several times a week,8.6,4,Research
R03113,Perplexity,Rarely,65.0,5,Research
R03113,Gemini,Rarely,48.5,5,Brainstorming
R03114,Gemini,Several times a week,21.8,4,Image generation
R03114,Jasper AI,Weekly,33.9,4,Brainstorming
R03114,Azure OpenAI,Monthly,22.6,4,Writing & docs
R03115,Gemini,Rarely,14.7,4,Research
R03115,Devin,Monthly,70.6,5,Code generation
R03115,Jasper AI,Rarely,50.3,3,Workflow automation
R03115,GitHub Copilot,Rarely,-15.2,4,Research
R03116,Custom In-house AI,Several times a week,30.6,5,Data analysis
R03116,v0 by Vercel,Several times a week,48.9,4,Image generation
R03116,Replit AI,Several times a week,66.4,3,Customer support automation
R03116,AWS Bedrock,Several times a week,38.4,5,Data analysis
R03117,Stable Diffusion,Weekly,52.6,5,Translation
R03117,Perplexity,Daily,19.4,3,Research
R03117,Gemini,Daily,50.3,5,Brainstorming
R03118,Cursor,Daily,54.2,5,Research
R03118,Stable Diffusion,Daily,61.3,3,Customer support automation
R03118,Gemini,Weekly,18.0,5,Translation
R03118,Replit AI,Weekly,51.7,5,Customer support automation
R03119,Stable Diffusion,Several times a week,-5.4,4,Data analysis
R03119,Jasper AI,Weekly,55.8,4,Translation
R03119,Hugging Face Models,Weekly,51.2,2,Workflow automation
R03119,LLaMA / Open-source LLMs,Several times a week,54.1,3,Research
R03120,Azure OpenAI,Weekly,31.1,4,Translation
R03121,Gemini,Rarely,26.5,3,Brainstorming
R03121,v0 by Vercel,Weekly,33.7,3,Workflow automation
R03121,Custom In-house AI,Several times a week,-4.3,5,Customer support automation
R03121,Midjourney,Weekly,54.1,5,Debugging
R03122,AWS Bedrock,Monthly,9.5,5,Research
R03122,Hugging Face Models,Monthly,19.9,4,Brainstorming
R03122,Replit AI,Daily,14.6,3,Writing & docs
R03122,Perplexity,Several times a week,80.0,4,Customer support automation
R03122,Midjourney,Several times a week,37.5,4,Debugging
R03122,Jasper AI,Daily,6.0,5,Customer support automation
R03122,Claude,Monthly,26.3,3,Code generation
R03122,ChatGPT,Rarely,26.8,4,Translation
R03123,Hugging Face Models,Daily,33.6,4,Code generation
R03123,Jasper AI,Several times a week,15.8,5,Code generation
R03124,AWS Bedrock,Monthly,25.2,5,Debugging
R03124,Notion AI,Daily,19.9,5,Writing & docs
R03124,Perplexity,Several times a week,54.7,4,Brainstorming
R03124,Midjourney,Rarely,38.1,5,Customer support automation
R03124,Devin,Several times a week,18.3,4,Debugging
R03124,Cursor,Daily,14.9,5,Workflow automation
R03124,ChatGPT,Monthly,35.7,3,Debugging
R03124,Custom In-house AI,Daily,57.8,5,Image generation
R03125,Devin,Weekly,28.4,3,Code generation
R03125,Perplexity,Several times a week,19.8,3,Customer support automation
R03125,v0 by Vercel,Monthly,50.4,4,Brainstorming
R03126,GitHub Copilot,Daily,47.6,3,Workflow automation
R03126,Cursor,Weekly,31.1,4,Customer support automation
R03126,ChatGPT,Weekly,46.8,5,Debugging
R03126,AWS Bedrock,Several times a week,21.9,5,Debugging
R03127,Azure OpenAI,Monthly,40.6,3,Writing & docs
R03127,Google Vertex AI,Daily,51.6,2,Data analysis
R03127,ChatGPT,Monthly,54.6,5,Brainstorming
R03127,Devin,Monthly,39.8,4,Research
R03127,Claude,Rarely,34.4,4,Code generation
R03128,Cursor,Monthly,40.4,3,Writing & docs
R03128,v0 by Vercel,Daily,80.0,1,Code generation
R03129,Stable Diffusion,Rarely,61.3,4,Debugging
R03129,Hugging Face Models,Several times a week,17.7,5,Writing & docs
R03129,Custom In-house AI,Several times a week,35.5,4,Writing & docs
R03129,GitHub Copilot,Several times a week,10.8,5,Code generation
R03129,Google Vertex AI,Weekly,38.1,4,Customer support automation
R03129,Cursor,Several times a week,33.3,2,Customer support automation
R03130,Notion AI,Weekly,-14.4,4,Writing & docs
R03130,Gemini,Several times a week,32.2,5,Writing & docs
R03130,Tableau AI,Rarely,37.4,1,Code generation
R03130,Azure OpenAI,Several times a week,7.7,4,Data analysis
R03131,Perplexity,Several times a week,35.8,4,Workflow automation
R03132,Notion AI,Several times a week,4.4,2,Translation
R03132,GitHub Copilot,Several times a week,51.8,4,Image generation
R03132,Midjourney,Daily,51.8,5,Customer support automation
R03132,Stable Diffusion,Several times a week,49.5,2,Customer support automation
R03132,Google Vertex AI,Several times a week,23.4,4,Writing & docs
R03132,Tableau AI,Several times a week,19.4,5,Brainstorming
R03133,v0 by Vercel,Monthly,66.5,3,Research
R03133,Tableau AI,Several times a week,19.4,4,Code generation
R03133,Azure OpenAI,Several times a week,45.3,3,Customer support automation
R03133,Replit AI,Rarely,32.7,5,Brainstorming
R03134,ChatGPT,Monthly,12.0,1,Writing & docs
R03134,Azure OpenAI,Monthly,24.7,4,Translation
R03135,GitHub Copilot,Monthly,46.6,1,Customer support automation
R03135,v0 by Vercel,Daily,65.5,4,Writing & docs
R03135,Devin,Weekly,35.7,5,Translation
R03136,Tableau AI,Daily,20.0,4,Writing & docs
R03136,Custom In-house AI,Rarely,-14.8,3,Brainstorming
R03137,v0 by Vercel,Several times a week,80.0,5,Code generation
R03137,Devin,Monthly,-20.0,5,Data analysis
R03137,Notion AI,Monthly,37.2,4,Writing & docs
R03137,Midjourney,Several times a week,35.8,5,Code generation
R03138,Hugging Face Models,Several times a week,48.2,5,Data analysis
R03138,Stable Diffusion,Monthly,40.9,3,Workflow automation
R03138,Cursor,Rarely,24.3,2,Workflow automation
R03139,Claude,Monthly,4.5,5,Code generation
R03139,Replit AI,Several times a week,13.7,4,Code generation
R03139,Gemini,Monthly,9.4,4,Image generation
R03139,Tableau AI,Weekly,36.5,3,Writing & docs
R03139,Google Vertex AI,Weekly,42.8,5,Workflow automation
R03139,Stable Diffusion,Monthly,36.8,4,Research
R03140,GitHub Copilot,Several times a week,-2.6,4,Writing & docs
R03140,v0 by Vercel,Several times a week,-13.1,4,Workflow automation
R03141,Notion AI,Daily,24.5,2,Research
R03141,Claude,Weekly,10.9,3,Brainstorming
R03141,GitHub Copilot,Daily,42.7,4,Research
R03142,Google Vertex AI,Monthly,20.6,4,Image generation
R03143,Azure OpenAI,Monthly,29.1,3,Image generation
R03143,Devin,Weekly,58.2,3,Image generation
R03143,GitHub Copilot,Several times a week,38.4,4,Brainstorming
R03143,ChatGPT,Rarely,26.6,4,Debugging
R03144,AWS Bedrock,Daily,9.9,4,Code generation
R03144,Custom In-house AI,Weekly,44.5,5,Customer support automation
R03145,GitHub Copilot,Weekly,48.0,5,Writing & docs
R03145,v0 by Vercel,Several times a week,-0.7,1,Image generation
R03145,Perplexity,Rarely,62.2,4,Customer support automation
R03145,Replit AI,Daily,38.1,5,Writing & docs
R03146,Gemini,Several times a week,22.9,4,Translation
R03146,Tableau AI,Daily,42.8,1,Image generation
R03146,Hugging Face Models,Weekly,27.3,5,Data analysis
R03147,Claude,Weekly,12.3,2,Customer support automation
R03147,Devin,Daily,38.8,3,Writing & docs
R03148,v0 by Vercel,Daily,-7.7,3,Code generation
R03148,Notion AI,Several times a week,8.6,3,Writing & docs
R03149,Stable Diffusion,Several times a week,58.0,4,Debugging
R03149,Cursor,Several times a week,38.8,4,Customer support automation
R03149,LLaMA / Open-source LLMs,Several times a week,23.5,5,Image generation
R03149,GitHub Copilot,Rarely,-8.5,2,Writing & docs
R03149,Replit AI,Monthly,61.0,4,Image generation
R03150,Custom In-house AI,Weekly,29.7,5,Debugging
R03150,AWS Bedrock,Weekly,28.5,4,Workflow automation
R03150,v0 by Vercel,Monthly,48.0,4,Debugging
R03150,ChatGPT,Weekly,28.9,5,Code generation
R03150,Midjourney,Several times a week,0.3,5,Translation
R03151,Devin,Weekly,5.4,4,Customer support automation
R03151,Claude,Monthly,68.4,5,Brainstorming
R03151,Hugging Face Models,Weekly,28.0,1,Customer support automation
R03151,AWS Bedrock,Daily,16.2,5,Writing & docs
R03152,Notion AI,Monthly,31.5,4,Customer support automation
R03152,v0 by Vercel,Monthly,80.0,3,Code generation
R03152,LLaMA / Open-source LLMs,Daily,30.5,1,Customer support automation
R03152,Claude,Several times a week,27.7,4,Workflow automation
R03152,Hugging Face Models,Rarely,20.9,5,Debugging
R03152,ChatGPT,Several times a week,35.8,4,Code generation
R03152,Azure OpenAI,Monthly,45.0,5,Brainstorming
R03153,Perplexity,Weekly,5.7,3,Writing & docs
R03153,Devin,Daily,24.9,3,Data analysis
R03153,Jasper AI,Several times a week,41.7,5,Translation
R03153,Gemini,Daily,36.0,5,Brainstorming
R03153,Custom In-house AI,Monthly,52.9,5,Writing & docs
R03153,Tableau AI,Daily,18.1,3,Image generation
R03153,Claude,Monthly,15.6,4,Translation
R03154,Azure OpenAI,Daily,5.1,5,Data analysis
R03154,Claude,Daily,11.2,4,Research
R03154,Cursor,Rarely,16.6,3,Research
R03154,ChatGPT,Daily,30.8,5,Brainstorming
R03154,Devin,Daily,44.1,4,Image generation
R03155,Azure OpenAI,Several times a week,21.6,5,Research
R03155,Gemini,Daily,21.3,4,Image generation
R03155,Midjourney,Weekly,-12.3,5,Debugging
R03155,Jasper AI,Monthly,-15.0,5,Code generation
R03155,Cursor,Weekly,60.5,5,Translation
R03156,Hugging Face Models,Several times a week,42.8,4,Code generation
R03156,Devin,Daily,28.2,4,Translation
R03156,Azure OpenAI,Several times a week,12.9,4,Translation
R03156,Stable Diffusion,Daily,7.6,4,Data analysis
R03157,AWS Bedrock,Rarely,51.1,3,Writing & docs
R03157,Gemini,Several times a week,50.9,4,Brainstorming
R03157,Tableau AI,Weekly,80.0,4,Research
R03158,v0 by Vercel,Daily,13.6,4,Writing & docs
R03158,Hugging Face Models,Weekly,35.2,2,Workflow automation
R03158,Google Vertex AI,Several times a week,19.6,5,Code generation
R03159,Cursor,Daily,58.4,4,Customer support automation
R03159,ChatGPT,Several times a week,31.6,4,Research
R03159,Notion AI,Daily,34.8,4,Code generation
R03159,Custom In-house AI,Weekly,50.9,5,Research
R03159,Jasper AI,Several times a week,19.5,5,Code generation
R03159,Hugging Face Models,Several times a week,50.7,4,Code generation
R03159,Midjourney,Rarely,27.0,4,Workflow automation
R03159,AWS Bedrock,Monthly,42.2,5,Data analysis
R03160,AWS Bedrock,Several times a week,46.8,4,Writing & docs
R03161,Midjourney,Several times a week,28.4,4,Brainstorming
R03161,LLaMA / Open-source LLMs,Several times a week,36.9,1,Customer support automation
R03161,Perplexity,Monthly,43.1,5,Data analysis
R03161,Claude,Several times a week,37.4,4,Code generation
R03161,Gemini,Daily,2.8,4,Image generation
R03162,Custom In-house AI,Rarely,-20.0,3,Research
R03162,v0 by Vercel,Several times a week,15.8,5,Translation
R03162,Claude,Monthly,47.0,4,Code generation
R03163,Notion AI,Several times a week,25.9,4,Image generation
R03163,Claude,Weekly,17.3,3,Debugging
R03163,Azure OpenAI,Weekly,4.2,2,Workflow automation
R03163,Cursor,Weekly,24.6,5,Debugging
R03163,Devin,Daily,7.7,4,Customer support automation
R03164,ChatGPT,Rarely,15.0,5,Research
R03164,Tableau AI,Daily,21.1,3,Debugging
R03164,Azure OpenAI,Weekly,54.0,3,Debugging
R03164,Cursor,Rarely,22.1,4,Brainstorming
R03164,Midjourney,Rarely,68.2,4,Data analysis
R03165,Perplexity,Several times a week,40.8,2,Code generation
R03165,Notion AI,Rarely,47.8,3,Image generation
R03165,Azure OpenAI,Rarely,58.4,5,Translation
R03165,v0 by Vercel,Several times a week,48.9,5,Debugging
R03165,GitHub Copilot,Monthly,43.0,5,Code generation
R03165,AWS Bedrock,Several times a week,42.7,4,Debugging
R03166,Midjourney,Daily,21.1,4,Brainstorming
R03166,Gemini,Daily,37.8,2,Workflow automation
R03166,Google Vertex AI,Several times a week,-11.5,5,Brainstorming
R03166,Notion AI,Daily,44.2,4,Image generation
R03166,Devin,Daily,68.8,3,Writing & docs
R03166,GitHub Copilot,Daily,2.3,4,Research
