respondent_id,survey_year,age,gender,country,education_level,job_role,industry,company_size,years_of_experience,remote_work_status
R01808,2025,21,Male,UAE,Master's,Software Engineer,E-commerce,11-50,10,On-site
R01809,2024,24,Male,Sweden,Bachelor's,AI Ethics / Policy,Media & Entertainment,201-1000,2,Fully Remote
R01810,2025,21,Male,Singapore,Bachelor's,Data Analyst,Finance & Banking,5000+,13,Hybrid
R01811,2025,21,Female,Brazil,Master's,Student / Intern,Media & Entertainment,51-200,5,On-site
R01812,2026,32,Male,India,Self-taught / Bootcamp,DevOps / MLOps Engineer,Media & Entertainment,1001-5000,8,Hybrid
R01813,2025,28,Female,India,Master's,Data Engineer,Healthcare,51-200,22,Hybrid
R01814,2024,34,Female,India,Self-taught / Bootcamp,Data Analyst,E-commerce,5000+,13,On-site
R01815,2025,45,Male,South Korea,Bachelor's,ML Engineer,Finance & Banking,11-50,6,On-site
R01816,2024,30,Male,India,Bachelor's,Data Scientist,Healthcare,201-1000,3,Fully Remote
R01817,2024,18,Prefer not to say,Spain,PhD,DevOps / MLOps Engineer,Education,11-50,1,Hybrid
R01818,2024,30,Male,South Korea,Self-taught / Bootcamp,Student / Intern,Healthcare,51-200,4,On-site
R01819,2025,41,Male,Philippines,Master's,Data Scientist,E-commerce,11-50,6,Fully Remote
R01820,2024,31,Prefer not to say,Germany,Bachelor's,Full-Stack Developer,Government,11-50,3,Fully Remote
R01821,2025,44,Female,Brazil,Bachelor's,Software Engineer,Agriculture,1001-5000,6,Fully Remote
R01822,2026,35,Male,India,Bachelor's,Student / Intern,Energy,1001-5000,7,On-site
R01823,2025,18,Male,France,Master's,UX Designer,Retail,11-50,6,Hybrid
R01824,2024,32,Male,Spain,Bachelor's,ML Engineer,Retail,51-200,4,Hybrid
R01825,2024,34,Non-binary,United States,Master's,Full-Stack Developer,Finance & Banking,51-200,8,Fully Remote
R01826,2025,40,Female,India,Master's,Full-Stack Developer,Automotive,5000+,10,Fully Remote
R01827,2026,46,Male,India,Master's,Full-Stack Developer,Finance & Banking,201-1000,3,On-site
R01828,2024,39,Female,Italy,Master's,Data Scientist,Telecom,11-50,19,Hybrid
R01829,2026,35,Female,United States,Master's,Full-Stack Developer,Education,51-200,6,Fully Remote
R01830,2025,37,Male,Nigeria,Master's,Software Engineer,Telecom,1001-5000,7,On-site
R01831,2025,30,Female,India,Master's,Product Manager,Legal,5000+,12,Hybrid
R01832,2026,20,Male,UAE,Master's,Data Scientist,Energy,1001-5000,8,Fully Remote
R01833,2025,32,Female,Canada,Bachelor's,Product Manager,Consulting,11-50,14,Fully Remote
R01834,2026,34,Male,India,Bachelor's,Engineering Manager,Technology,5000+,9,Fully Remote
R01835,2025,22,Female,Japan,Bachelor's,ML Engineer,Telecom,1-10,4,Hybrid
R01836,2025,42,Male,Kenya,Bachelor's,Data Engineer,Technology,201-1000,9,On-site
R01837,2025,40,Male,Germany,Master's,Data Analyst,E-commerce,51-200,3,Hybrid
R01838,2024,21,Male,Japan,Self-taught / Bootcamp,Software Engineer,E-commerce,5000+,7,Hybrid
R01839,2025,42,Female,India,Self-taught / Bootcamp,Data Scientist,E-commerce,1-10,7,Fully Remote
R01840,2024,29,Male,South Africa,PhD,AI Researcher,Media & Entertainment,51-200,6,Fully Remote
R01841,2024,25,Female,United States,PhD,ML Engineer,Healthcare,51-200,6,Hybrid
R01842,2025,40,Male,India,Self-taught / Bootcamp,AI Ethics / Policy,Healthcare,201-1000,1,Fully Remote
R01843,2025,31,Female,India,PhD,ML Engineer,Manufacturing,5000+,5,Fully Remote
R01844,2026,47,Male,United States,Master's,Product Manager,Manufacturing,1001-5000,7,Fully Remote
R01845,2025,25,Male,United Kingdom,Master's,Product Manager,Healthcare,11-50,8,Fully Remote
R01846,2025,18,Male,Germany,Bachelor's,Software Engineer,Technology,5000+,3,On-site
R01847,2024,29,Male,Canada,High School,Data Engineer,Finance & Banking,1001-5000,17,Hybrid
R01848,2026,38,Female,United States,Master's,ML Engineer,Automotive,1-10,4,Hybrid
R01849,2025,24,Female,India,Master's,Data Engineer,Retail,5000+,14,Fully Remote
R01850,2026,21,Male,Nigeria,PhD,ML Engineer,Manufacturing,1-10,9,Fully Remote
R01851,2026,33,Female,Nigeria,Self-taught / Bootcamp,Data Scientist,Technology,1001-5000,4,On-site
R01852,2024,20,Male,India,Self-taught / Bootcamp,AI Ethics / Policy,Technology,1001-5000,25,On-site
R01853,2025,34,Male,Germany,Master's,DevOps / MLOps Engineer,Automotive,1001-5000,3,Hybrid
R01854,2026,29,Male,India,Self-taught / Bootcamp,DevOps / MLOps Engineer,Energy,5000+,14,Fully Remote
R01855,2024,35,Male,Nigeria,PhD,Software Engineer,Healthcare,11-50,14,Fully Remote
R01856,2025,20,Female,Israel,Bachelor's,Data Scientist,Education,201-1000,4,Fully Remote
R01857,2026,42,Prefer not to say,India,Master's,Business Analyst,Retail,201-1000,19,Hybrid
R01858,2024,30,Male,South Korea,Master's,AI Researcher,Technology,201-1000,6,Hybrid
R01859,2026,38,Male,United Kingdom,Bachelor's,Software Engineer,Manufacturing,201-1000,9,On-site
R01860,2026,39,Non-binary,United States,Master's,Software Engineer,Retail,201-1000,8,Hybrid
R01861,2025,22,Male,France,Master's,UX Designer,Telecom,1001-5000,6,Fully Remote
R01862,2024,39,Male,United Kingdom,Bachelor's,UX Designer,Finance & Banking,11-50,13,Hybrid
R01863,2024,20,Male,Singapore,Self-taught / Bootcamp,Software Engineer,Automotive,1-10,12,Hybrid
R01864,2024,21,Female,Singapore,Master's,Full-Stack Developer,Technology,5000+,2,Fully Remote
R01865,2026,47,Female,South Africa,Bachelor's,ML Engineer,Technology,51-200,18,Fully Remote
R01866,2026,40,Female,Germany,Master's,Full-Stack Developer,Technology,1001-5000,2,Hybrid
R01867,2025,48,Male,Germany,Master's,Data Scientist,Technology,51-200,15,Fully Remote
R01868,2025,29,Female,United Kingdom,Master's,Full-Stack Developer,Government,1-10,16,On-site
R01869,2024,32,Male,India,PhD,Product Manager,Finance & Banking,51-200,3,On-site
R01870,2026,36,Prefer not to say,Australia,Bachelor's,Data Scientist,Telecom,11-50,5,Fully Remote
R01871,2025,31,Male,Nigeria,Master's,Product Manager,Telecom,5000+,3,Hybrid
R01872,2026,26,Male,United States,PhD,ML Engineer,Technology,11-50,6,Fully Remote
R01873,2025,24,Prefer not to say,Italy,Master's,ML Engineer,E-commerce,5000+,5,Hybrid
R01874,2026,33,Female,Japan,High School,Data Analyst,Media & Entertainment,1001-5000,12,Hybrid
R01875,2025,23,Female,South Korea,PhD,Consultant,Manufacturing,51-200,18,Fully Remote
R01876,2025,23,Male,Philippines,Self-taught / Bootcamp,UX Designer,Technology,201-1000,19,On-site
R01877,2025,35,Female,Canada,Master's,Data Engineer,Finance & Banking,5000+,4,Hybrid
R01878,2026,31,Female,United States,Self-taught / Bootcamp,Data Engineer,Education,1001-5000,6,Fully Remote
R01879,2025,39,Female,South Korea,Master's,AI Researcher,Education,1001-5000,2,Fully Remote
R01880,2025,28,Prefer not to say,Mexico,Master's,Software Engineer,Consulting,201-1000,4,On-site
R01881,2024,27,Male,United States,Bachelor's,UX Designer,Technology,201-1000,14,On-site
R01882,2024,35,Male,United States,PhD,Data Scientist,E-commerce,5000+,22,Hybrid
R01883,2025,25,Female,United States,Self-taught / Bootcamp,Student / Intern,Telecom,1001-5000,3,On-site
R01884,2024,26,Male,India,Self-taught / Bootcamp,Product Manager,Legal,201-1000,4,Hybrid
R01885,2024,27,Male,Indonesia,Bachelor's,AI Researcher,Technology,5000+,7,Hybrid
R01886,2025,30,Male,United States,Master's,Software Engineer,Manufacturing,201-1000,8,On-site
R01887,2024,46,Female,South Korea,Self-taught / Bootcamp,ML Engineer,Technology,201-1000,4,Hybrid
R01888,2026,20,Male,UAE,Bachelor's,Business Analyst,Finance & Banking,1001-5000,9,Fully Remote
R01889,2025,42,Male,Nigeria,Master's,Software Engineer,Healthcare,11-50,5,On-site
R01890,2025,37,Male,United States,Self-taught / Bootcamp,Software Engineer,Finance & Banking,11-50,7,Fully Remote
R01891,2024,44,Male,Japan,Self-taught / Bootcamp,ML Engineer,Education,1001-5000,10,On-site
R01892,2024,57,Male,Israel,Bachelor's,AI Researcher,Technology,11-50,7,On-site
R01893,2025,43,Male,United States,Bachelor's,Product Manager,Retail,201-1000,5,Fully Remote
R01894,2026,39,Female,United States,Master's,Data Analyst,Finance & Banking,5000+,6,Fully Remote
R01895,2026,21,Male,Mexico,Self-taught / Bootcamp,Data Scientist,Technology,51-200,6,On-site
R01896,2024,22,Female,Australia,Master's,AI Researcher,Healthcare,1001-5000,5,Fully Remote
R01897,2025,34,Female,Australia,Master's,Software Engineer,E-commerce,51-200,6,On-site
R01898,2024,18,Male,Spain,Self-taught / Bootcamp,Data Scientist,Technology,1-10,22,Hybrid
R01899,2026,36,Male,Singapore,Master's,Product Manager,Consulting,11-50,10,Fully Remote
R01900,2026,18,Female,United Kingdom,Master's,Business Analyst,Media & Entertainment,201-1000,6,Hybrid
R01901,2025,41,Male,Germany,Master's,AI Researcher,E-commerce,51-200,12,Fully Remote
R01902,2025,29,Male,United States,Master's,Product Manager,Technology,201-1000,5,Fully Remote
R01903,2026,33,Male,India,Bachelor's,Product Manager,Retail,201-1000,16,Hybrid
R01904,2025,26,Male,Germany,Bachelor's,Data Scientist,Consulting,5000+,9,Fully Remote
R01905,2025,18,Male,India,Self-taught / Bootcamp,ML Engineer,Finance & Banking,201-1000,6,Hybrid
R01906,2026,41,Male,Sweden,Bachelor's,Data Scientist,Media & Entertainment,5000+,10,Hybrid
R01907,2025,42,Male,United States,Bachelor's,Student / Intern,Technology,5000+,2,Hybrid
R01908,2025,29,Female,Brazil,Master's,ML Engineer,Technology,5000+,3,Hybrid
R01909,2026,37,Non-binary,Singapore,Master's,Data Engineer,Healthcare,201-1000,3,Fully Remote
R01910,2025,28,Male,Netherlands,Master's,Full-Stack Developer,Media & Entertainment,51-200,8,On-site
R01911,2025,34,Male,Australia,Master's,Business Analyst,Retail,1001-5000,24,Hybrid
R01912,2024,38,Female,United Kingdom,Bachelor's,Data Analyst,Agriculture,51-200,35,Fully Remote
R01913,2025,36,Male,Sweden,High School,Product Manager,Media & Entertainment,5000+,11,Fully Remote
R01914,2024,42,Male,India,Bachelor's,ML Engineer,Consulting,11-50,10,Hybrid
R01915,2025,36,Female,Singapore,Self-taught / Bootcamp,Data Scientist,E-commerce,1001-5000,2,Fully Remote
R01916,2025,32,Female,Indonesia,Master's,Software Engineer,Technology,201-1000,5,Fully Remote
R01917,2026,25,Female,United States,Master's,Data Engineer,Technology,1001-5000,4,Hybrid
R01918,2025,28,Male,South Africa,Master's,Product Manager,Agriculture,11-50,4,Hybrid
R01919,2026,38,Male,Singapore,Master's,Full-Stack Developer,Healthcare,5000+,6,Hybrid
R01920,2024,19,Male,France,Master's,UX Designer,Government,1001-5000,5,Hybrid
R01921,2026,40,Male,United Kingdom,PhD,Product Manager,Finance & Banking,51-200,1,On-site
R01922,2025,29,Male,Poland,Bachelor's,Software Engineer,E-commerce,5000+,12,Fully Remote
R01923,2025,25,Male,United States,Master's,Data Engineer,Technology,201-1000,3,On-site
R01924,2024,23,Male,Germany,Self-taught / Bootcamp,ML Engineer,Consulting,11-50,8,On-site
R01925,2025,37,Male,Singapore,Bachelor's,Data Scientist,Technology,201-1000,31,Hybrid
R01926,2025,31,Non-binary,Nigeria,Master's,Data Scientist,Media & Entertainment,51-200,3,Fully Remote
R01927,2025,44,Female,India,Master's,Product Manager,Technology,1001-5000,1,On-site
R01928,2026,21,Female,United States,Master's,UX Designer,Consulting,1-10,6,Fully Remote
R01929,2026,27,Male,South Korea,Bachelor's,Product Manager,E-commerce,5000+,15,Hybrid
R01930,2026,31,Male,Germany,Bachelor's,Data Analyst,Healthcare,201-1000,29,Hybrid
R01931,2025,25,Female,United States,Bachelor's,Product Manager,Finance & Banking,11-50,3,Fully Remote
R01932,2026,32,Female,United States,PhD,Business Analyst,Manufacturing,1001-5000,10,On-site
R01933,2026,34,Female,Australia,Self-taught / Bootcamp,Full-Stack Developer,Technology,5000+,5,Hybrid
R01934,2024,35,Male,Brazil,Bachelor's,Software Engineer,Telecom,5000+,6,Hybrid
R01935,2025,44,Female,UAE,Bachelor's,Software Engineer,Government,11-50,35,Fully Remote
R01936,2024,21,Non-binary,United States,Master's,Data Scientist,Healthcare,51-200,2,Fully Remote
R01937,2024,34,Male,UAE,Master's,DevOps / MLOps Engineer,Agriculture,5000+,8,Fully Remote
R01938,2024,26,Male,Mexico,Master's,Full-Stack Developer,Telecom,51-200,10,Fully Remote
R01939,2024,35,Male,Germany,PhD,AI Researcher,Finance & Banking,51-200,15,Hybrid
R01940,2025,35,Female,United States,PhD,Software Engineer,Energy,1001-5000,7,Fully Remote
R01941,2025,24,Male,South Africa,Bachelor's,Software Engineer,Technology,51-200,9,Fully Remote
R01942,2024,24,Female,United States,Bachelor's,DevOps / MLOps Engineer,Manufacturing,201-1000,5,On-site
R01943,2026,36,Male,Brazil,Self-taught / Bootcamp,Software Engineer,Technology,1001-5000,8,Fully Remote
R01944,2026,32,Female,Canada,Master's,Product Manager,Agriculture,201-1000,5,Fully Remote
R01945,2026,30,Male,Kenya,Self-taught / Bootcamp,Engineering Manager,Technology,5000+,11,Fully Remote
R01946,2025,37,Male,Canada,Master's,Software Engineer,Finance & Banking,1001-5000,5,Hybrid
R01947,2025,37,Female,Germany,Master's,Data Scientist,E-commerce,1001-5000,9,Hybrid
R01948,2024,27,Female,Mexico,Master's,UX Designer,Education,11-50,7,Fully Remote
R01949,2024,25,Prefer not to say,Spain,Bachelor's,Software Engineer,E-commerce,51-200,16,Fully Remote
R01950,2024,21,Male,Brazil,Bachelor's,Student / Intern,Government,11-50,7,On-site
R01951,2025,32,Male,Germany,Self-taught / Bootcamp,Data Engineer,Technology,11-50,2,Fully Remote
R01952,2026,20,Male,Kenya,Bachelor's,Data Analyst,Education,5000+,17,Hybrid
R01953,2024,32,Male,Kenya,Bachelor's,DevOps / MLOps Engineer,Education,1-10,3,On-site
R01954,2024,41,Male,India,Master's,Software Engineer,Technology,1001-5000,4,Hybrid
R01955,2024,29,Male,Brazil,Master's,Data Scientist,Manufacturing,5000+,4,Hybrid
R01956,2025,27,Female,United States,High School,AI Researcher,Manufacturing,11-50,19,On-site
R01957,2025,47,Male,France,Master's,Data Analyst,E-commerce,5000+,1,Fully Remote
R01958,2025,44,Female,Kenya,Master's,Consultant,Finance & Banking,5000+,35,Fully Remote
R01959,2024,25,Female,India,Self-taught / Bootcamp,Product Manager,Healthcare,201-1000,15,Hybrid
R01960,2025,33,Male,India,PhD,Full-Stack Developer,Finance & Banking,1001-5000,8,Hybrid
R01961,2024,34,Prefer not to say,Germany,Self-taught / Bootcamp,Data Scientist,Government,11-50,7,On-site
R01962,2025,33,Male,Kenya,PhD,Business Analyst,Education,5000+,9,Fully Remote
R01963,2024,46,Non-binary,Netherlands,PhD,Data Scientist,Technology,1001-5000,10,On-site
R01964,2026,32,Prefer not to say,India,Self-taught / Bootcamp,Product Manager,Education,201-1000,11,On-site
R01965,2025,33,Prefer not to say,India,Bachelor's,Data Engineer,Retail,201-1000,10,Fully Remote
R01966,2025,37,Female,Japan,Master's,Data Analyst,Telecom,1001-5000,7,Fully Remote
R01967,2025,41,Male,Germany,Master's,ML Engineer,Energy,11-50,6,On-site
R01968,2025,39,Male,Brazil,Self-taught / Bootcamp,Data Analyst,Retail,201-1000,6,On-site
R01969,2024,36,Male,Australia,Master's,Data Engineer,Technology,1-10,6,Fully Remote
R01970,2025,19,Male,Brazil,Bachelor's,Business Analyst,Media & Entertainment,1001-5000,16,Fully Remote
R01971,2025,28,Female,France,Self-taught / Bootcamp,Product Manager,Manufacturing,201-1000,11,Hybrid
R01972,2025,38,Female,Mexico,PhD,Business Analyst,Technology,51-200,0,Fully Remote
R01973,2025,34,Male,UAE,Master's,Data Engineer,Government,11-50,11,Hybrid
R01974,2026,38,Male,United States,PhD,ML Engineer,Technology,201-1000,8,Fully Remote
R01975,2026,47,Male,Brazil,Master's,Data Engineer,Retail,201-1000,7,Fully Remote
R01976,2024,22,Male,Germany,High School,Full-Stack Developer,Telecom,51-200,5,Fully Remote
R01977,2025,41,Male,India,Bachelor's,Data Analyst,Government,201-1000,16,Hybrid
R01978,2024,29,Female,France,Self-taught / Bootcamp,Data Analyst,Media & Entertainment,1-10,14,On-site
R01979,2025,39,Female,Canada,Bachelor's,AI Ethics / Policy,E-commerce,11-50,4,Hybrid
R01980,2025,31,Male,Singapore,PhD,Data Engineer,Consulting,11-50,9,Fully Remote
R01981,2024,49,Female,United States,Master's,Student / Intern,Consulting,201-1000,3,Hybrid
R01982,2026,33,Female,India,Self-taught / Bootcamp,DevOps / MLOps Engineer,Technology,51-200,2,On-site
R01983,2025,26,Male,United States,Master's,Data Scientist,Finance & Banking,51-200,4,Hybrid
R01984,2025,35,Prefer not to say,Netherlands,Master's,ML Engineer,Finance & Banking,1001-5000,13,On-site
R01985,2024,34,Male,Sweden,Bachelor's,Data Engineer,Technology,201-1000,14,Hybrid
R01986,2025,41,Male,Brazil,Bachelor's,DevOps / MLOps Engineer,Agriculture,51-200,10,On-site
R01987,2026,35,Female,France,PhD,ML Engineer,Education,5000+,12,Hybrid
R01988,2025,51,Male,United States,Bachelor's,Data Scientist,Education,201-1000,10,Hybrid
R01989,2026,31,Male,Canada,Master's,Software Engineer,Healthcare,11-50,4,Fully Remote
R01990,2024,31,Female,Canada,Master's,Data Scientist,Government,5000+,9,Hybrid
R01991,2025,27,Female,United States,PhD,UX Designer,E-commerce,1001-5000,12,Fully Remote
R01992,2026,32,Male,South Korea,Bachelor's,UX Designer,Government,1001-5000,12,Fully Remote
R01993,2025,33,Male,India,Master's,Data Engineer,Energy,5000+,16,Hybrid
R01994,2024,34,Male,Netherlands,Master's,Data Scientist,Manufacturing,1001-5000,12,Hybrid
R01995,2025,32,Female,United Kingdom,Bachelor's,Data Scientist,Education,5000+,9,Hybrid
R01996,2025,27,Male,Philippines,PhD,Data Scientist,Consulting,51-200,15,Hybrid
R01997,2025,24,Female,India,Master's,ML Engineer,E-commerce,1001-5000,7,On-site
R01998,2026,28,Female,United States,Bachelor's,Data Scientist,Consulting,1001-5000,3,On-site
R01999,2026,41,Male,Italy,Master's,Student / Intern,Technology,51-200,6,On-site
R02000,2025,42,Male,India,Bachelor's,Data Engineer,Finance & Banking,5000+,4,On-site
R02001,2024,31,Male,France,Self-taught / Bootcamp,Data Scientist,Retail,5000+,4,Hybrid
R02002,2025,24,Male,United Kingdom,Master's,ML Engineer,Technology,5000+,6,Hybrid
R02003,2026,31,Female,Australia,Bachelor's,Software Engineer,Healthcare,11-50,4,Fully Remote
R02004,2026,48,Female,Brazil,Bachelor's,Full-Stack Developer,E-commerce,1-10,5,On-site
R02005,2024,39,Male,Japan,Master's,Business Analyst,Healthcare,1-10,1,Fully Remote
R02006,2025,36,Female,United States,PhD,DevOps / MLOps Engineer,Telecom,5000+,8,On-site
R02007,2024,39,Male,Kenya,Bachelor's,Engineering Manager,Government,201-1000,7,Fully Remote
R02008,2024,44,Male,Germany,Bachelor's,Data Scientist,Consulting,51-200,4,Fully Remote
R02009,2025,22,Male,Canada,Self-taught / Bootcamp,ML Engineer,Legal,5000+,11,Fully Remote
R02010,2025,28,Male,United Kingdom,Master's,ML Engineer,Agriculture,1001-5000,14,On-site
R02011,2024,27,Male,China,Bachelor's,Data Scientist,Energy,1001-5000,2,Hybrid
R02012,2026,36,Female,South Korea,Bachelor's,Product Manager,Education,1001-5000,4,On-site
R02013,2026,33,Male,India,Master's,ML Engineer,Finance & Banking,201-1000,4,On-site
R02014,2026,38,Non-binary,South Korea,PhD,Data Analyst,Media & Entertainment,11-50,3,Hybrid
R02015,2024,27,Male,Germany,Master's,Business Analyst,Automotive,5000+,13,On-site
R02016,2025,42,Female,UAE,High School,Product Manager,Legal,5000+,6,On-site
R02017,2025,31,Female,United States,Master's,Software Engineer,Education,51-200,6,On-site
R02018,2024,37,Male,United Kingdom,Bachelor's,Data Analyst,Media & Entertainment,51-200,1,Fully Remote
R02019,2025,41,Male,Germany,Master's,Software Engineer,Finance & Banking,5000+,11,On-site
R02020,2026,40,Male,Netherlands,Master's,Data Engineer,Technology,5000+,3,Fully Remote
